token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;una;uno;DET;det;goccia;(ROOT (f3 (sn (DET Una) (NOUN goccia)) (PUNCT .)));;6,801817508;function
2;0;goccia;goccia;NOUN;root;ROOT;(ROOT (f3 (sn (DET Una) (NOUN goccia)) (PUNCT .)));4.56 ± 1.89;3,885089526;content
3;1;una;uno;DET;det;goccia;(ROOT (f (sn (DET Una) (NOUN goccia) (spd (ADP d') (sn (NOUN acqua)))) (ibar (VERB sale)) (compt (sn (DET i) (NOUN gradini) (spd (ADP di) (sn (DET la) (NOUN scala) (PUNCT .)))))));;6,801817508;function
4;1;goccia;goccia;NOUN;nsubj;sale;(ROOT (f (sn (DET Una) (NOUN goccia) (spd (ADP d') (sn (NOUN acqua)))) (ibar (VERB sale)) (compt (sn (DET i) (NOUN gradini) (spd (ADP di) (sn (DET la) (NOUN scala) (PUNCT .)))))));4.56 ± 1.89;3,885089526;content
5;1;d;di;ADP;case;acqua;(ROOT (f (sn (DET Una) (NOUN goccia) (spd (ADP d') (sn (NOUN acqua)))) (ibar (VERB sale)) (compt (sn (DET i) (NOUN gradini) (spd (ADP di) (sn (DET la) (NOUN scala) (PUNCT .)))))));;5,87641417;function
6;1;acqua;acqua;NOUN;nmod;goccia;(ROOT (f (sn (DET Una) (NOUN goccia) (spd (ADP d') (sn (NOUN acqua)))) (ibar (VERB sale)) (compt (sn (DET i) (NOUN gradini) (spd (ADP di) (sn (DET la) (NOUN scala) (PUNCT .)))))));2.96 ± 1.24;5,23681316;content
7;1;sale;salire;VERB;root;ROOT;(ROOT (f (sn (DET Una) (NOUN goccia) (spd (ADP d') (sn (NOUN acqua)))) (ibar (VERB sale)) (compt (sn (DET i) (NOUN gradini) (spd (ADP di) (sn (DET la) (NOUN scala) (PUNCT .)))))));;4,319806932;content
8;1;i;il;DET;det;gradini;(ROOT (f (sn (DET Una) (NOUN goccia) (spd (ADP d') (sn (NOUN acqua)))) (ibar (VERB sale)) (compt (sn (DET i) (NOUN gradini) (spd (ADP di) (sn (DET la) (NOUN scala) (PUNCT .)))))));;6,584780852;function
9;1;gradini;gradine;NOUN;obj;sale;(ROOT (f (sn (DET Una) (NOUN goccia) (spd (ADP d') (sn (NOUN acqua)))) (ibar (VERB sale)) (compt (sn (DET i) (NOUN gradini) (spd (ADP di) (sn (DET la) (NOUN scala) (PUNCT .)))))));;3,309848983;content
10;1;di;di;ADP;case;scala;(ROOT (f (sn (DET Una) (NOUN goccia) (spd (ADP d') (sn (NOUN acqua)))) (ibar (VERB sale)) (compt (sn (DET i) (NOUN gradini) (spd (ADP di) (sn (DET la) (NOUN scala) (PUNCT .)))))));;7,232814475;function
