BEGIN,Zipf_freq,type_of_words,word
89523,7.055331658,function,la
97020,5.181173263,content,guerra
117747,5.949172583,function,delle
128331,3.650315718,content,campane
213885,6.166704172,function,c
219618,6.283626334,content,era
228191,6.801817508,function,una
238140,5.820011577,content,volta
256512,6.801817508,function,una
264159,5.181173263,content,guerra
295470,6.801817508,function,una
306495,5.615282093,content,grande
324576,2.741151583,function,e
326340,4.837669943,content,terribile
356328,5.181173263,content,guerra
394254,7.250456545,function,che
404838,4.910958432,content,faceva
422478,5.199416944,content,morire
438354,5.080896868,function,molti
453789,4.567043756,content,soldati
475839,6.577812618,function,da
481876,6.801817508,function,una
489510,5.847768581,content,parte
515088,2.741151583,function,e
516852,5.35125668,function,dall
528318,5.649409994,function,altra
581440,5.985902456,function,noi
587853,4.738636416,content,stavamo
607698,7.232814475,function,di
612990,5.522856403,content,qua
636804,2.741151583,function,e
641655,6.584780852,function,i
643419,5.282203194,function,nostri
660177,4.43371304,content,nemici
678699,4.560417392,content,stavano
696316,7.232814475,function,di
702072,,content,là
731178,2.741151583,function,e
737793,6.517126939,function,ci
742644,2.168646835,content,sparavamo
765659,4.890760956,content,addosso
788067,5.731502947,content,giorno
800569,2.741151583,function,e
804825,5.521062946,content,notte
857745,6.662005813,function,ma
861714,7.055331658,function,la
867447,5.181173263,content,guerra
882970,6.283626334,function,era
891702,5.656885745,content,tanto
909342,4.724568209,content,lunga
938007,7.250456545,function,che
943740,7.004335738,function,a
946827,7.065833912,function,un
949914,5.876302159,content,certo
964026,5.322012335,content,punto
977697,6.517126939,function,ci
982989,4.383072355,content,venne
994014,7.004335738,function,a
996933,3.787520326,content,mancare
1018710,7.039560886,function,il
1028412,3.347775131,content,bronzo
1043847,6.912435835,function,per
1047816,6.584780852,function,i
1053549,3.714669697,content,cannoni
1088829,7.259198169,content,non
1094562,4.845196057,content,avevamo
1115730,6.382555861,content,più
1125432,4.239947328,content,ferro
1140867,6.912435835,function,per
1146600,6.624997683,function,le
1152333,2.702806591,content,baionette
1183644,3.765533171,content,eccetera
1259496,7.039560886,function,il
1264788,5.601168865,function,nostro
1281546,4.8056623,content,comandante
1326969,6.655915487,function,lo
1334907,,content,stragenerale
1367982,,content,bombone
1392237,1.19092323,content,sparone
1419579,,content,pestafracassone
1485729,3.19092323,content,ordinò
1505133,7.232814475,function,di
1512189,3.751427645,content,tirar
1526742,5.334578065,content,giù
1534239,5.553895518,function,tutte
1549674,6.624997683,function,le
1555848,3.650315718,content,campane
1584072,5.723658505,function,dai
1593333,1.889893234,content,campanili
1642284,2.741151583,function,e
1648458,7.232814475,function,di
1656396,1.367014489,content,fonderle
1676682,5.553895518,function,tutte
1690979,5.500638545,content,insieme
1724751,6.912435835,function,per
1733791,3.107377179,content,fabbricare
1760472,7.065833912,function,un
1763559,2.469676831,content,grossissimo
1795311,3.845580985,content,cannone
1834560,6.015055575,function,uno
1847349,6.359323473,content,solo
1883511,6.662005813,function,ma
1890126,4.872797352,content,grosso
1904679,5.396465909,content,abbastanza
1933785,6.577812618,function,da
1939518,4.666085749,content,vincere
1958481,5.540385318,function,tutta
1973475,7.055331658,function,la
1979208,5.181173263,content,guerra
1999494,6.620271703,function,con
2015087,7.065833912,function,un
2018898,2.86761684,content,sol
2029041,4.938723321,content,colpo
2109303,7.004335738,function,a
2114595,3.654816219,content,sollevare
2137527,5.90824416,function,quel
2148111,3.845580985,content,cannone
2186919,6.517126939,function,ci
2192652,3.152344324,content,vollero
2212938,3.469676831,,centomila
2241162,3.452186099,content,gru
2279529,6.912435835,function,per
2286144,2.787520326,content,trasportarlo
2319219,6.335583043,function,al
2326716,4.826054975,content,fronte
2355822,6.517126939,function,ci
2363319,3.152344324,content,vollero
2384046,2.065984493,,novantasette
2425059,3.788618416,content,treni
2482389,6.655915487,function,lo
