BEGIN,entropy,type_of_words,word
90405.0,,function,Le
100548.0,8.948783874511719,content,posate
125685.0,5.9303131103515625,content,sposate
227115.0,4.163459300994873,function,C'
232848.0,1.9049865007400515,content,era
244755.0,6.268062114715576,function,una
254457.0,9.047149658203123,content,volta
292383.0,5.76442813873291,function,una
304069.0,4.224070072174072,content,forchetta
328986.0,7.609633445739746,function,molto
344862.0,4.613228797912598,content,lucida
386316.0,7.845193386077881,function,con
394695.0,6.843515396118164,function,i
398469.0,6.827084541320801,content,denti
414981.0,4.203557014465332,function,d'
416304.0,5.94637393951416,content,argento
512442.0,7.297497749328613,function,Tutti
528759.0,6.792101860046387,function,la
537579.0,4.970185279846191,content,ammiravano
567126.0,5.994729995727539,function,e
571095.0,6.734561443328857,function,la
577710.0,9.215642929077148,content,volevano
596673.0,8.686266899108887,function,in
602406.0,5.56179666519165,content,sposa
682227.0,5.11875057220459,content,Arrivò
696339.0,5.764223575592041,function,il
702072.0,5.963927745819092,content,cavatappi
757638.0,7.873735427856445,function,e
762048.0,8.22073745727539,content,facendo
785451.0,8.358879089355469,function,un
794241.0,7.751895904541016,content,giro
807912.0,6.392911434173584,function,di
812763.0,9.532368659973145,content,danza
833049.0,5.348678588867188,content,girondina
863919.0,6.38992977142334,content,disse
920367.0,7.03967809677124,content,Bella
935140.0,4.1667585372924805,content,forchetta
959175.0,6.1817498207092285,content,lucente
1011213.0,8.307259559631348,content,guardami
1034586.0,5.539437294006348,function,un
1043406.0,3.749655246734619,function,po'
1089711.0,7.968379974365234,function,io
1101177.0,7.5824995040893555,content,giro
1117494.0,6.9324212074279785,content,brillo
1159830.0,8.142215728759766,content,tiro
1185849.0,8.189607620239258,content,strappo
1212309.0,4.186816692352295,function,e
1214514.0,7.5981292724609375,content,stappo
1264347.0,6.157310962677002,function,Non
1274049.0,7.808963775634766,function,sono
1292130.0,8.517108917236328,function,un
1300509.0,8.688714027404785,content,tipo
1311534.0,6.709464073181152,content,bello
1326087.0,3.8090126514434814,function,e
1327410.0,6.384765625,content,interessante
1416492.0,6.555482387542725,content,Sposami
1449126.0,3.924233913421631,content,forchetta
1505133.0,9.284063339233398,function,e
1506456.0,6.4559502601623535,content,stapperemo
1533357.0,7.053985595703125,function,insieme
1558494.0,4.796989917755127,function,una
1565109.0,8.06193733215332,content,bottiglia
1585395.0,3.798131465911865,function,di
1588482.0,4.8703718185424805,content,spumante
1678446.0,7.595634460449219,function,La
1687266.0,3.25809097290039,content,forchetta
1710198.0,5.308178901672363,content,rispose
1776789.0,7.1234893798828125,content,Bello
1795311.0,4.08992862701416,function,mio
1827063.0,8.704401969909668,function,tu
1832796.0,7.075097560882568,content,stappi
1870722.0,4.075595378875732,content,strappi
1915263.0,7.032128810882568,function,ma
1921878.0,7.971261024475098,function,non
1931139.0,7.556880950927734,function,mi
1937754.0,5.899310111999512,content,acchiappi
2021544.0,7.49282169342041,function,E
2023308.0,7.286745071411133,function,il
2032128.0,3.794673442840576,content,cavatappi
2059911.0,5.944172859191895,content,deluso
2101806.0,7.599895477294922,function,se
2111949.0,6.734314918518066,function,ne
2117241.0,8.042160034179688,content,andò
2130471.0,6.68297290802002,function,nel
2137968.0,6.002751350402832,content,cassetto
2238516.0,7.188533782958984,function,Ed
2243808.0,4.350067138671875,function,ecco
2256156.0,5.706058979034424,function,il
2263212.0,5.825775146484375,content,coltello
2333772.0,7.904967308044434,content,lama
2351412.0,2.970245361328125,content,luccicante
2388015.0,3.229482650756836,function,ed
2391984.0,5.856827259063721,content,affilata
2441817.0,7.828891754150391,function,che
2447550.0,8.549320220947266,function,si
2459898.0,8.382560729980469,content,fece
2472687.0,7.147314071655273,function,avanti
2533545.0,7.752430915832519,function,e
2537514.0,5.335076332092285,content,mostrandosi
2576322.0,9.01221752166748,function,di
2582055.0,8.672316551208496,function,qua
2591757.0,3.8578059673309326,function,e
2595285.0,2.876054286956787,function,di
2603223.0,0.1354665905237198,function,là
2613807.0,2.6045522689819336,content,disse
2666727.0,4.2959418296813965,content,Forchetta
2693187.0,3.834727287292481,content,deliziosa
2745225.0,5.046613693237305,content,guardami
2768157.0,3.502509593963623,function,un
2776095.0,1.37274968624115,function,po'
2813580.0,8.265865325927734,function,io
2820636.0,6.902242660522461,content,taglio
2844009.0,6.217430114746094,content,sego
2879289.0,3.935515403747559,content,spello
2911041.0,5.301036357879639,content,buco
2948085.0,7.364523887634277,content,divido
2968812.0,3.577943563461304,function,e
2971017.0,5.986774444580078,content,spartisco
3048633.0,7.585264205932617,function,Se
3057453.0,7.890370368957519,function,mi
3066273.0,7.976668834686279,content,sposi
3109932.0,5.269225120544434,function,sarò
3131541.0,7.982834339141846,function,come
