word,semantic_dissimilarity
Una,
casa,0.21492260694503784
per,0.770357608795166
il,0.34072619676589966
mostro,0.42075011134147644
Un,0.4529588222503662
giorno,0.38073164224624634
un,0.2762736678123474
mostro,0.34217581152915955
entrò,0.3654084801673889
nella,0.3997771739959717
casa,0.4504701495170593
di,0.36883002519607544
un,0.2578321695327759
bambino,0.36692196130752563
e,0.3058161735534668
si,0.31618648767471313
nascose,0.443125456571579
sotto,0.34677064418792725
il,0.2858300805091858
letto,0.35378319025039673
ma,0.32309502363204956
il,0.27988529205322266
muso,0.4295286238193512
era,0.3112472891807556
grande,0.37711185216903687
grande,0.345192551612854
e,0.3148493766784668
il,0.25449585914611816
letto,0.2925679087638855
era,0.2593730092048645
piccolo,0.33448293805122375
piccolo,0.3011673092842102
Così,0.36560365557670593
da,0.4231424331665039
sotto,0.31770482659339905
spuntavano,0.35863959789276123
le,0.24961501359939575
orecchie,0.3282892405986786
le,0.2617735266685486
zampe,0.3755286931991577
e,0.2510244846343994
il,0.20653367042541504
muso,0.45342007279396057
del,0.3156864643096924
mostro,0.34082722663879395
Aiuto,0.48515886068344116
C',0.39554858207702637
è,0.33985579013824463
un,0.280079185962677
mostro,0.32212013006210327
sotto,0.3729114532470703
il,0.31393641233444214
mio,0.3301011323928833
letto,0.4272657036781311
gridò,0.4115551710128784
il,0.29943734407424927
bambino,0.36720937490463257
appena,0.5067406892776489
lo,0.355222225189209
scoprì,0.4006975591182709
Così,0.41111183166503906
venne,0.40673404932022095
la,0.3311062455177307
sua,0.3803172707557678
mamma,0.376785010099411
Le,0.37655872106552124
mamme,0.39824503660202026
dei,0.39180731773376465
bambini,0.34889477491378784
sono,0.4043402075767517
terribili,0.45304733514785767
con,0.4229361414909363
i,0.2981998324394226
mostri,0.3544779121875763
urlano,0.35505566000938416
li,0.35712265968322754
minacciano,0.3225384056568146
li,0.2906408905982971
inseguono,0.3194011151790619
con,0.3423303961753845
le,0.2843140959739685
ciabatte,0.38749122619628906
e,0.31748896837234497
i,0.26369738578796387
mattarelli,0.3980502784252167
questa,0.43250611424446106
prese,0.3931617736816406
una,0.30184996128082275
scopa,0.36324360966682434
e,0.31423401832580566
lo,0.40521466732025146
scacciò,0.4264211654663086
via,0.4707038998603821
Allora,0.4009838402271271
il,0.3090164065361023
mostro,0.4368119239807129
senza,0.4852808117866516
casa,0.4567521810531616
si,0.3048122525215149
nascose,0.42792436480522156
dentro,0.33196699619293213
l',0.34151068329811096
armadio,0.3882308304309845
ma,0.328796923160553
dalla,0.37383633852005005
porticina,0.46766427159309387
dell',0.33174967765808105
armadio,0.3337510824203491
usciva,0.3520825505256653
un,0.25060999393463135
pezzo,0.3528435230255127
di,0.3455365300178528
coda,0.4284294843673706
di,0.381972074508667
mostro,0.3626145124435425
Aiuto,0.48254895210266113
C',0.38589879870414734
è,0.32770442962646484
un,0.26007962226867676
mostro,0.3309548497200012
nell',0.3604831099510193
armadio,0.4274475574493408
gridò,0.4426082968711853
il,0.3173679709434509
bambino,0.3911163806915283
E,0.3967907428741455
venne,0.4347737431526184
ancora,0.4439471960067749
la,0.3583683371543884
mamma,0.3852081596851349
con,0.3772270083427429
la,0.32573217153549194
scopa,0.3691944181919098
Vattene,0.4716101884841919
bruttissimo,0.4534592032432556
mostro,0.42307227849960327
gli,0.4431098699569702
disse,0.3663516044616699
Allora,0.35725677013397217
il,0.2806577682495117
mostro,0.37941431999206543
provò,0.3737838864326477
a,0.3607714772224426
nascondersi,0.3764563798904419
sotto,0.3792807459831238
la,0.37000954151153564
lampada,0.4363645911216736
di,0.38494521379470825
una,0.3480991721153259
stanza,0.38005656003952026
buia,0.38011661171913147
ma,0.30427634716033936
poi,0.3108295202255249
qualcuno,0.327079713344574
accese,0.3885901868343353
la,0.2781248688697815
luce,0.325988233089447
Allora,0.3895273506641388
