BEGIN,entropy,type_of_words,word
89082,0.5,function,Una
102753,12.051137924194336,content,viola
124362,9.056211471557615,function,al
133182,9.279369354248049,content,polo
149058,7.865081787109375,content,Nord
246078,3.184412717819214,function,Una
258426,6.444554328918457,content,mattina
298116,7.697785377502441,function,al
308259,7.644392013549805,content,Polo
320607,2.322772264480591,content,Nord
354123,4.034521579742432,function,l'
358533,8.53214168548584,content,orso
371322,8.399381637573242,content,bianco
392710,6.780267238616943,content,fiutò
407043,3.3940017223358154,function,nell'
418950,8.361644744873047,content,aria
432621,6.745267391204834,function,un
439677,9.176095008850098,content,odore
452466,4.375004768371582,content,insolito
501417,3.830406188964844,function,e
502740,9.383302688598633,function,lo
511560,8.869128227233887,content,fece
523467,8.209672927856445,content,notare
542430,3.3010094165802,function,all'
548604,6.051111221313477,content,Orsa
563598,2.518604040145874,content,Maggiore
616959,6.468235969543457,function,la
624456,9.09873867034912,content,minore
639450,8.63192367553711,function,era
650034,8.636795043945312,function,sua
661059,5.196233749389648,content,figlia
723680,9.17521858215332,function,Che
725802,8.576675415039062,function,sia
735588,7.633905410766602,content,arrivata
752346,6.399707794189453,function,qualche
764253,7.778440475463867,content,spedizione
859950,5.222147941589356,function,Furono
871416,8.709099769592285,content,invece
886410,8.954902648925781,function,gli
889938,6.058404922485352,content,orsacchiotti
944622,5.999603271484375,function,a
948150,9.568177223205566,content,trovare
965349,5.639225006103516,function,la
971964,7.569016933441162,content,viola
1052226,6.710499286651611,function,Era
1061928,7.504053592681885,function,una
1069866,8.806525230407715,content,piccola
1090593,4.411578178405762,content,violetta
1112643,7.136207103729248,content,mammola
1154097,6.654780864715576,function,e
1156743,8.391363143920898,content,tremava
1177029,6.955695629119873,function,di
1184526,6.906357765197754,content,freddo
1227303,8.35080623626709,function,ma
1234800,7.518772602081299,content,continuava
1263465,1.2885401248931885,content,coraggiosamente
1304478,2.816218137741089,function,a
1309329,4.412102699279785,content,profumare
1337112,2.5520830154418945,function,l'
1339317,4.192242622375488,content,aria
1372392,8.618803024291992,function,perché
1386063,7.2479777336120605,function,quello
1411200,5.620311737060547,function,era
1423107,7.17172908782959,function,il
1431486,6.851596832275391,function,suo
1440747,5.783519268035889,content,dovere
1541295,7.272622585296631,content,Prima
1555407,4.805834770202637,function,di
1562904,8.010757446289062,content,sera
1593333,4.491172790527344,function,si
1604799,8.271206855773926,content,sparse
1625526,5.537771224975586,function,per
1632141,4.2180705070495605,function,tutto
1644930,1.495630145072937,function,il
1652868,5.206275939941406,content,Polo
1663893,1.632322072982788,function,la
1669626,5.989619255065918,content,notizia
1726074,5.794553756713867,function,un
1736217,8.553032875061035,content,piccolo
1761795,9.44457721710205,content,strano
1787664,7.9054856300354,function,essere
1808982,5.026398181915283,content,profumato
1850877,7.985096931457519,function,di
1855728,7.194372177124023,content,colore
1881747,3.29241943359375,content,violetto
1931580,6.956701755523682,function,era
1938636,6.532640933990479,content,apparso
1964214,5.847302913665772,function,nel
1972152,6.739818572998047,content,deserto
1998171,5.354410171508789,function,di
2004345,7.15782356262207,content,ghiaccio
2050085,7.042382717132568,function,si
2057265,3.360576629638672,content,reggeva
2075346,6.021938323974609,function,su
2083284,2.9515109062194824,function,una
2089017,8.346902847290039,content,sola
2106657,5.685399532318115,content,zampa
2141055,4.788980960845947,function,e
2142378,6.572802543640137,content,non
2152080,5.6894731521606445,function,si
2158695,3.800489664077759,content,muoveva
2254392,6.6520185470581055,function,A
2258361,7.867766380310059,content,vedere
2270268,5.648444652557373,function,la
2277765,7.253507614135742,content,viola
2309076,6.655652046203613,function,vennero
2335095,7.228011131286621,content,foche
2363319,7.4915771484375,function,e
2365965,7.449578285217285,content,trichechi
2421090,7.63236665725708,content,vennero
2442258,9.791735649108888,function,dalla
2453283,6.914686679840088,content,Siberia
2477097,6.778576374053955,function,le
2484130,6.713676929473877,content,renne
2520756,3.9384994506835938,function,dall'
2530899,5.250226020812988,content,America
2556036,6.32155179977417,function,i
2560005,7.672820568084717,content,buoi
2571912,3.6321706771850586,content,muschiati
2631447,5.265763282775879,function,e
2639826,6.472226619720459,content,più
2646882,5.408690929412842,function,di
2653497,5.102194786071777,content,lontano
2676429,6.680542469024658,content,ancora
2708181,5.447351455688477,content,volpi
2731554,5.560309886932373,content,bianche
2783592,8.62985610961914,content,lupi
2815785,4.938323497772217,function,e
2817990,6.792601108551025,content,gazze
2838276,4.35884952545166,content,marine
2904867,7.106713771820068,function,Tutti
2916774,3.997216939926148,content,ammiravano
2941911,5.295091152191162,function,il
2948085,8.324356079101562,content,fiore
2956905,4.920929431915283,content,sconosciuto
3016881,6.924663066864014,function,il
3025701,8.08155632019043,function,suo
3031875,5.016243934631348,content,stelo
3051279,4.886831760406494,content,tremante
3130218,7.781131267547607,function,tutti
3143007,3.905933141708374,content,aspiravano
3180051,4.39097785949707,function,il
3188430,6.489982604980469,function,suo
3196368,5.225114822387695,content,profumo
3266487,5.828686237335205,function,ma
3273543,6.4624104499816895,function,ne
3277512,4.925765037536621,content,restava
3297798,7.957315921783447,content,sempre
3319848,7.539859771728516,content,abbastanza
3356892,7.772369861602783,function,per
3363066,9.139986038208008,function,quelli
3378501,3.802216053009033,function,che
3385557,4.048938274383545,content,arrivavano
3412912,6.225333213806152,content,ultimi
3433185,5.053051948547363,function,ad
3438036,4.632438659667969,content,annusare
3489633,7.788812160491943,function,ne
3496248,5.480095863342285,content,restava
3519180,6.5397467613220215,content,sempre
3542994,5.801319122314453,function,come
3557547,5.279070854187012,content,prima
3641778,7.533082485198975,function,Per
3647511,8.105758666992188,content,mandare
3664269,6.013514041900635,function,tanto
3678822,7.037776947021484,content,profumo
3719835,3.8878095149993896,content,disse
3738798,7.586033821105957,function,una
3751146,6.357057094573975,content,foca
3800979,8.501331329345703,function,deve
