BEGIN,Zipf_freq,word
8092350.0,4.129693053,sano
8102934.0,4.258737741,salvo
8132922.0,4.24323233,torre
8162910.0,4.869305017,disse
8183637.0,3.235528447,castellano
8240967.0,4.594472684,cani
8266545.0,3.913968222,rivelato
8308440.0,4.109215743,linguaggio
8373267.0,5.422469274,stanno
8405019.0,1.19092323,arrecar
8423982.0,4.666521788,danno
8444268.0,5.055196927,paese
8500275.0,2.120342156,stregati
8577009.0,2.834375907,custodire
8605233.0,5.00500427,gran
8617581.0,5.475037998,tesoro
8646687.0,4.24323233,torre
8692992.0,1.0,cheteranno
8766639.0,2.734991274,dissotterrato
8856162.0,3.998796362,discorsi
8907759.0,3.913968222,rivelato
8942598.0,6.231286207,fare
9011835.0,5.027184033,parole
9049320.0,1.602059991,rallegrarono
9091656.0,3.23552845,castellano
9119880.0,4.869305017,disse
9165303.0,4.866151484,riesci
9182475.0,4.214998217,recuperare
9211167.0,5.475037998,tesoro
9246888.0,4.676928416,darò
9259677.0,4.490103541,sposa
9289224.0,5.299336021,figlia
9355374.0,5.000550272,giovane
9371250.0,3.039112347,accettò
9388321.0,4.130941385,impresa
9422406.0,1.0,disseppellì
9454158.0,5.475037998,tesoro
9490320.0,4.594472684,cani
9505755.0,2.433961279,sparirono
9576315.0,3.249728717,sposò
9598365.0,5.484893151,bella
9609390.0,3.63962955,fanciulla
9650403.0,3.159406179,vissero
9692298.0,4.57964593,felici
