BEGIN,entropy,type_of_words,word
70119.0,0.5,function,I
77616.0,11.558887481689451,function,tre
91485.0,8.887964248657227,content,linguaggi
177842.0,4.464402198791504,function,C'
181692.0,0.87727952003479,content,era
189630.0,5.912294387817383,function,una
196686.0,8.479716300964355,content,volta
211680.0,5.692561626434326,function,in
220059.0,7.534566402435303,content,Svizzera
254016.0,5.406900882720947,function,un
260190.0,8.808908462524414,content,vecchio
278271.0,9.928250312805176,content,conte
312333.0,6.253962516784668,function,che
316867.0,7.887451171875,content,aveva
329868.0,8.326455116271973,function,un
339570.0,8.72927474975586,content,unico
359194.0,6.3515801429748535,content,figlio
389403.0,7.55529260635376,function,ma
397341.0,6.913708686828613,function,così
412335.0,7.033102989196777,content,stupido
437913.0,5.966945171356201,function,che
442203.0,6.808103561401367,function,non
448938.0,5.996540546417236,content,riusciva
,1.7576806545257568,function,a
467901.0,7.978749275207519,content,imparare
487305.0,4.832368850708008,function,nulla
541107.0,7.255653381347656,function,Allora
553014.0,7.459478855133057,function,il
557865.0,5.820089340209961,content,padre
572859.0,5.502580642700195,content,disse
596232.0,5.091882228851318,content,Ascolta
620046.0,8.550182342529297,content,figlio
634599.0,3.503934383392334,function,mio
654444.0,7.570312976837158,function,per
661059.0,7.040429592132568,function,quanto
676935.0,6.459695816040039,function,io
684432.0,6.381560802459717,content,faccia
702072.0,6.876094818115234,function,non
707364.0,7.943117141723633,content,riesco
724333.0,2.0306236743927,function,a
727650.0,4.635343551635742,content,cacciarti
749700.0,5.404416561126709,function,niente
763604.0,3.883255004882813,function,in
770427.0,5.600090026855469,content,testa
817173.0,7.220934391021728,function,Devi
824670.0,7.80582332611084,content,andare
839664.0,5.541082382202148,function,via
848925.0,5.612263202667236,function,di
852894.0,3.2692017555236816,function,qui
887292.0,8.117034912109375,content,maestri
911547.0,7.421025276184082,content,insigni
937566.0,5.780104637145996,content,proveranno
961574.0,7.136292457580566,function,a
964026.0,9.079697608947754,content,fare
983871.0,7.380000114440918,function,ciò
993573.0,1.497523069381714,function,che
997101.0,6.640784740447998,function,io
1004157.0,6.674851417541504,function,non
1008567.0,5.283066749572754,function,ho
1012977.0,6.122550964355469,content,potuto
1079568.0,7.167537689208984,function,Il
1085742.0,3.631668567657471,content,giovane
1102500.0,8.140341758728027,function,fu
1106469.0,8.698569297790527,function,così
1117935.0,8.767206192016602,content,mandato
1139976.0,2.5775258541107178,function,in
1143438.0,7.266286849975586,function,un'
1147041.0,5.889053821563721,content,altra
1161153.0,5.4727396965026855,content,città
1198638.0,3.946914196014404,function,e
1199961.0,8.008213996887207,content,rimase
1218924.0,6.3791704177856445,function,presso
1233918.0,4.53538990020752,function,un
1240533.0,7.417400360107422,content,maestro
1256850.0,6.130598545074463,function,per
1264347.0,6.462234973907471,function,un
1268316.0,4.305538654327393,content,intero
1289925.0,2.8462276458740234,content,anno
1324653.0,4.163899898529053,content,Trascorso
1347696.0,4.604983329772949,function,questo
1360044.0,4.463184356689453,content,periodo
1382976.0,7.627354145050049,content,tornò
1399293.0,4.496445655822754,function,a
1404585.0,7.440912246704102,content,casa
1438983.0,4.988178730010986,function,e
1443066.0,7.918578147888184,function,il
1450449.0,4.518743991851807,content,padre
1462356.0,7.244011878967285,function,gli
1472499.0,4.41273307800293,content,chiese
1514835.0,4.164739608764648,function,Ebbene
1546701.0,7.4355149269104,function,che
1552761.0,7.941248893737793,function,cosa
1561581.0,6.797308444976807,function,hai
1566873.0,4.40069055557251,content,imparato
1626849.0,5.64609956741333,function,Il
1633905.0,4.033758163452148,content,figlio
1645371.0,2.8571105003356934,content,rispose
1688148.0,5.858127593994141,content,Babbo
1724310.0,8.341755867004395,function,ho
1729602.0,5.493963241577148,content,imparato
1756503.0,5.854915618896484,function,quello
1767969.0,0.5624948740005493,function,che
1770174.0,5.290990352630615,content,dicono
1789137.0,6.342248439788818,function,i
1794429.0,5.208395481109619,content,cani
1855287.0,7.055708408355713,content,Dio
1870281.0,6.000732421875,content,guardi
1909530.0,3.8530116081237793,content,esclamò
1929816.0,4.822911262512207,function,il
1937754.0,4.3520331382751465,content,padre
1972593.0,5.860635757446289,function,è
1976562.0,7.063291072845459,function,tutto
1990233.0,6.3566999435424805,function,qui
2032128.0,4.745917320251465,function,Devi
2041389.0,5.762951374053955,content,andare
2055139.0,1.414171576499939,function,in
2061234.0,6.374700546264648,function,un'
2063439.0,0.2930340766906738,content,altra
2076669.0,2.9673380851745605,content,città
2104452.0,7.577149391174316,function,presso
2118564.0,2.864820718765259,function,un
2124738.0,2.3963735103607178,content,altro
2138850.0,3.7469284534454346,content,maestro
2205000.0,6.249619960784912,function,Il
2212938.0,3.888890266418457,content,giovane
2228373.0,6.166187286376953,content,andò
2272914.0,5.542989730834961,function,e
2278647.0,7.498208045959473,function,anche
2290113.0,3.418085813522339,function,questa
2305107.0,1.2225579023361206,content,volta
2320101.0,7.845909595489502,function,vi
2326716.0,6.964841842651367,function,si
2332449.0,4.5425333976745605,content,fermò
2345679.0,5.672421455383301,function,un
2352735.0,4.697131156921387,content,anno
2395512.0,7.911988735198975,function,Quando
2409624.0,5.487887382507324,content,ritornò
2431233.0,6.604131698608398,function,il
2437848.0,2.967226266860962,content,padre
2451519.0,4.008141040802002,content,disse
2482389.0,3.7618680000305176,function,Ebbene
2521638.0,4.177151203155518,function,che
2528694.0,0.0433025769889354,function,cosa
2537073.0,1.0554276704788208,function,hai
2543247.0,2.042886018753052,content,imparato
2595285.0,5.141877174377441,function,Il
2602341.0,2.847191333770752,content,figlio
2611161.0,3.1374573707580566,content,rispose
2658789.0,1.5937556028366089,content,Babbo
2687454.0,5.595988750457764,function,ho
2692305.0,0.4431276619434356,content,imparato
2722293.0,0.8496853113174438,function,quello
2733318.0,0.1806798577308654,function,che
2736405.0,0.7443418502807617,content,dicono
2754486.0,0.48373743891716,function,gli
2761101.0,2.3818044662475586,content,uccelli
2823723.0,3.928642988204956,function,Allora
2836512.0,5.741250991821289,function,il
2842686.0,3.4081151485443115,content,padre
2854593.0,5.622670650482178,content,andò
2864736.0,3.1584396362304688,function,in
2870910.0,2.159409046173096,content,collera
2890755.0,3.0331132411956787,function,e
2895606.0,3.5772743225097656,content,disse
2924271.0,5.727776050567627,content,Sciagurato
2958228.0,7.218487739562988,function,Hai
2979396.0,6.888309955596924,content,perduto
2998800.0,5.319211006164551,function,tutto
3012471.0,5.6728105545043945,function,quel
3020409.0,5.804316520690918,content,tempo
3035844.0,5.053256034851074,content,prezioso
3059217.0,5.020033836364746,function,senza
3074211.0,7.569363117218018,content,imparare
3096261.0,4.014968395233154,function,nulla
3112137.0,7.297889709472656,function,e
3114342.0,7.379968166351318,function,non
3124926.0,6.171595096588135,function,ti
3128454.0,5.082687377929688,content,vergogni
3150504.0,4.61061429977417,function,di
3154032.0,5.157191276550293,content,comparirmi
3182697.0,4.1448655128479,function,davanti
3237822.0,6.025763034820557,function,Ti
3240027.0,5.292510509490967,content,manderò
3257226.0,6.83432149887085,function,da
3261636.0,6.673923015594482,function,un
3269133.0,6.621179580688477,content,terzo
3287214.0,5.374420166015625,content,maestro
3328668.0,6.35795783996582,function,ma
3335402.0,7.053298473358154,function,se
3343662.0,6.449276924133301,function,anche
3354687.0,6.020785808563232,function,questa
3370122.0,3.749154090881348,content,volta
3389085.0,6.999849319458008,function,non
3394818.0,6.096803665161133,content,impari
3412458.0,6.137059211730957,function,nulla
3438918.0,7.498978137969971,function,non
3446415.0,6.451098918914795,function,voglio
3459645.0,8.288405418395996,function,più
3471111.0,8.466136932373047,function,essere
3488310.0,8.507588386535645,function,tuo
3496248.0,3.126895904541016,content,padre
3559752.0,6.307338237762451,function,Così
3580920.0,6.493897914886475,function,il
3582243.0,3.485398769378662,content,giovane
3599883.0,6.356245994567871,function,fu
3604734.0,6.726722240447998,content,portato
3624579.0,2.9355006217956543,function,da
3630312.0,4.955482006072998,function,un
3636045.0,4.000587463378906,content,terzo
3653685.0,1.4477453231811523,content,maestro
3697785.0,3.75338077545166,function,presso
3711456.0,3.217505693435669,function,il
3719394.0,6.365270614624023,function,quale
3738798.0,7.2898640632629395,content,rimase
3757761.0,5.423862457275391,function,un
3763935.0,4.581958770751953,content,altro
3777606.0,2.336655139923096,content,anno
3833004.0,6.3403730392456055,function,Quando
3845079.0,6.770057201385498,function,finalmente
3871980.0,6.937742233276367,content,ritornò
3892658.0,3.9629814624786377,function,a
3902201.0,1.5282576084136963,content,casa
3940776.0,5.353589057922363,function,il
3947832.0,1.3373061418533323,content,padre
3958857.0,3.793157815933228,function,gli
3967236.0,1.9505294561386108,content,chiese
3999429.0,1.8425077199935915,function,Ebbene
4037879.0,0.798224151134491,function,che
4041324.0,0.0035057680215686,function,cosa
4054554.0,0.3736997842788696,function,hai
4060287.0,1.3486202955245972,content,imparato
4117176.0,3.499440670013428,content,Caro
4129965.0,3.173380136489868,content,babbo
4157307.0,4.7560577392578125,content,rispose
4200525.0,3.7304089069366455,function,quest'
4210668.0,2.6277875900268555,content,anno
4223016.0,6.292930603027344,function,ho
4226544.0,6.409054279327393,content,imparato
4254327.0,5.0701904296875,function,quello
4265793.0,0.3168084025382995,function,che
4270644.0,5.303924083709717,content,gracidano
4298427.0,6.205952167510986,function,le
4305042.0,5.460355281829834,content,rane
4361049.0,4.308732509613037,function,Allora
4374720.0,3.503772497177124,function,il
4379130.0,2.866363525390625,content,padre
4391478.0,5.62386417388916,content,andò
4401180.0,3.315948486328125,function,su
4408677.0,4.782318115234375,function,tutte
4421907.0,1.1392128467559814,function,le
4428963.0,5.340456008911133,content,furie
4458069.0,5.182523250579834,content,balzò
4476150.0,6.562358379364014,function,in
4483206.0,5.366097450256348,content,piedi
4502610.0,5.420936107635498,content,chiamò
4515840.0,6.498065948486328,function,la
4522014.0,4.1067376136779785,content,servitù
4545387.0,4.78186559677124,function,e
4548033.0,4.078557014465332,content,disse
