BEGIN,surprisal,type_of_words,word
92610,0.0,function,I
99666,9.819415092468262,function,tre
112014,25.140254974365234,content,affamati
211239,21.753063201904297,function,C'
216531,3.23222017288208,content,erano
233730,4.714587211608887,function,tre
246519,12.686903953552246,content,affamati
298116,5.142258644104004,function,uno
313110,8.76850414276123,content,col
322371,3.673705816268921,content,cappello
344421,6.457839012145996,content,rosso
379701,0.8494434952735901,function,uno
395136,1.2731847763061523,content,col
403074,0.7029241919517517,content,cappello
427770,4.867338180541992,content,giallo
457894,2.1500256061553955,function,e
461286,0.6000095009803772,function,uno
484659,0.8905291557312012,content,col
495243,0.0992404073476791,content,cappello
518175,5.589636325836182,content,azzurro
599319,20.95182991027832,content,Videro
620487,7.640419960021973,function,una
632835,6.941032886505127,content,bella
647388,9.816781997680664,content,mela
656649,12.473180770874023,content,matura
688842,4.715582847595215,function,che
697221,9.902017593383787,content,pendeva
720153,4.688777446746826,function,dal
727650,8.192824363708496,content,ramo
744408,3.2511582374572754,function,di
748377,2.2911529541015625,function,un
752787,13.91263198852539,content,melo
801380,16.232769012451172,function,Che
810117,5.043270587921143,content,bella
822906,1.9977407455444336,content,mela
855981,1.135643720626831,content,disse
874503,19.138826370239254,content,cappello
896112,7.767956256866455,content,Rosso
945945,30.17932510375977,content,Dividiamola
972846,4.749108791351318,function,in
978138,8.501572608947754,function,tre
986076,6.38049840927124,content,parti
998865,8.202027320861816,content,uguali
1012977,4.157365322113037,function,e
1014300,27.61845970153809,content,mangiamocela
1066779,0.8603597283363342,content,disse
1087506,12.059322357177734,content,Cappello
1112643,11.268239974975586,content,Giallo
1158507,14.98781394958496,content,Giusto
1205253,1.7129981517791748,content,disse
1224657,3.153135299682617,content,Cappello
1244061,12.98960018157959,content,Azzurro
1303596,6.241175174713135,function,Ma
1309329,6.063316345214844,function,come
1323000,7.569858551025391,content,faremo
1368423,1.0314184427261353,content,disse
1383417,1.6391398906707764,content,Cappello
1405467,6.314249038696289,content,Giallo
1422666,20.41264915466309,content,sedendo
1446039,10.028810501098633,function,sotto
1459269,2.771899461746216,function,il
1466766,6.730368137359619,content,ramo
1507779,23.97323989868164,content,Coltelli
1529829,7.491312980651855,function,non
1533357,7.114554405212402,function,ne
1541295,13.835817337036133,content,abbiamo
1598184,23.368213653564453,function,Già
1632582,0.3893259465694427,content,disse
1651545,1.1898963451385498,content,Cappello
1672272,7.976075172424316,content,Rosso
1709316,7.278853893280029,content,sedendosi
1740627,8.020164489746094,function,accanto
1760485,2.230929136276245,function,a
1762677,2.69330096244812,function,lui
1835001,7.32831335067749,function,E
1836765,23.175575256347656,content,spezzarla
1861902,4.324915885925293,function,con
1865871,3.712808609008789,function,le
1871604,1.453289031982422,content,mani
1884393,9.082697868347168,function,non
1888803,13.715594291687012,content,possiamo
1937754,5.3725104331970215,function,perché
1949661,5.547727584838867,function,le
1954512,7.868618965148926,content,parti
1976562,11.49210262298584,content,verrebbero
1997289,5.549805641174316,function,di
2001258,12.949902534484863,content,grandezza
2025954,7.254426956176758,content,diversa
2054619,2.482320547103882,function,e
2061234,5.837077617645264,function,allora
2077992,11.242834091186523,function,uno
2085930,20.443618774414062,content,mangerebbe
2112390,5.289786338806152,function,più
2119005,8.590819358825684,function,degli
2131794,1.741490602493286,function,altri
