BEGIN,semantic_dissimilarity,type_of_words,word
92610,,function,I
99666,0.593906819820404,function,tre
112014,0.4840497970581054,content,affamati
211239,0.4149296879768371,function,C'
216531,0.328825831413269,content,erano
233730,0.3448012471199035,function,tre
246519,0.3453378677368164,content,affamati
298116,0.3472696542739868,function,uno
313110,0.4341251850128174,content,col
322371,0.434919536113739,content,cappello
344421,0.3785021603107452,content,rosso
379701,0.33053719997406,function,uno
395136,0.3559762239456177,content,col
403074,0.3606253266334533,content,cappello
427770,0.3720389008522033,content,giallo
457894,0.2992532253265381,function,e
461286,0.2680683732032776,function,uno
484659,0.2926493883132934,content,col
495243,0.3149999976158142,content,cappello
518175,0.3831363320350647,content,azzurro
599319,0.450730413198471,content,Videro
620487,0.3408852815628052,function,una
632835,0.381899893283844,content,bella
647388,0.4225748777389526,content,mela
656649,0.4344795942306518,content,matura
688842,0.3402291536331177,function,che
697221,0.4347588717937469,content,pendeva
720153,0.3507474660873413,function,dal
727650,0.3846103549003601,content,ramo
744408,0.3417780995368957,function,di
748377,0.3054192066192627,function,un
752787,0.3494667708873749,content,melo
801380,0.524122953414917,function,Che
810117,0.3608061671257019,content,bella
822906,0.4152359664440155,content,mela
855981,0.4413745999336242,content,disse
874503,0.4674426317214966,content,cappello
896112,0.3849605917930603,content,Rosso
945945,0.4586059153079986,content,Dividiamola
972846,0.4843862056732178,function,in
978138,0.4445534348487854,function,tre
986076,0.4289937615394592,content,parti
998865,0.4164919257164001,content,uguali
1012977,0.3650317192077636,function,e
1014300,0.3919152021408081,content,mangiamocela
1066779,0.4377948045730591,content,disse
1087506,0.4351529479026794,content,Cappello
1112643,0.4250326752662658,content,Giallo
1158507,0.4373913109302521,content,Giusto
1205253,0.4136110544204712,content,disse
1224657,0.3553186655044555,content,Cappello
1244061,0.3910855054855346,content,Azzurro
1303596,0.4204323589801788,function,Ma
1309329,0.460868775844574,function,come
1323000,0.4540562927722931,content,faremo
1368423,0.3905559182167053,content,disse
1383417,0.3254666328430176,content,Cappello
1405467,0.3964414000511169,content,Giallo
1422666,0.4766937792301178,content,sedendo
1446039,0.4254714250564575,function,sotto
1459269,0.3694436550140381,function,il
1466766,0.3972713947296142,content,ramo
1507779,0.4618084728717804,content,Coltelli
1529829,0.4375405311584472,function,non
1533357,0.5242211222648621,function,ne
1541295,0.4195209145545959,content,abbiamo
1598184,0.4402458667755127,function,Già
1632582,0.470186173915863,content,disse
1651545,0.4218569695949554,content,Cappello
1672272,0.386728972196579,content,Rosso
1709316,0.4666579663753509,content,sedendosi
1740627,0.4520323872566223,function,accanto
1760485,0.407228410243988,function,a
1762677,0.3434198200702667,function,lui
1835001,0.4236307740211487,function,E
1836765,0.4669966399669647,content,spezzarla
1861902,0.4879158139228821,function,con
1865871,0.4303129911422729,function,le
1871604,0.4246871471405029,content,mani
1884393,0.4174531698226928,function,non
1888803,0.4269497096538543,content,possiamo
1937754,0.4033316373825073,function,perché
1949661,0.32794851064682,function,le
1954512,0.402514636516571,content,parti
1976562,0.4666857123374939,content,verrebbero
1997289,0.3791690468788147,function,di
2001258,0.384008526802063,content,grandezza
2025954,0.3408169448375702,content,diversa
2054619,0.2855802774429321,function,e
2061234,0.3689586520195007,function,allora
2077992,0.3684850931167602,function,uno
2085930,0.4171153008937835,content,mangerebbe
2112390,0.3844378590583801,function,più
2119005,0.4339763522148132,function,degli
2131794,0.388516902923584,function,altri
2186478,0.504339873790741,content,Scusate
2216466,0.4703235030174255,content,amici
2252187,0.4743900895118713,content,disse
2267181,0.4332540333271026,content,Cappello
2290113,0.4347586631774902,content,Azzurro
2347443,0.4091262817382812,function,Zitto
2370375,0.3999477028846741,function,tu
2395953,0.4484582245349884,content,dissero
2414475,0.3806344866752624,function,gli
2419767,0.441141128540039,content,altri
