token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;una;uno;DET;det;viola;(ROOT (f3 (sn (DET Una) (NOUN viola)) (sp (ADP a) (sn (DET il) (NOUN polo) (sn (PROPN Nord) (PUNCT .))))));;6,801817508;function
2;0;viola;viola;NOUN;root;ROOT;(ROOT (f3 (sn (DET Una) (NOUN viola)) (sp (ADP a) (sn (DET il) (NOUN polo) (sn (PROPN Nord) (PUNCT .))))));;3,934432995;content
3;0;al;a;ADP;case;polo;(ROOT (f3 (sn (DET Una) (NOUN viola)) (sp (ADP a) (sn (DET il) (NOUN polo) (sn (PROPN Nord) (PUNCT .))))));;6,335583043;function
4;0;polo;polo;NOUN;nmod;viola;(ROOT (f3 (sn (DET Una) (NOUN viola)) (sp (ADP a) (sn (DET il) (NOUN polo) (sn (PROPN Nord) (PUNCT .))))));;;content
5;0;nord;Nord;PROPN;flat:name;polo;(ROOT (f3 (sn (DET Una) (NOUN viola)) (sp (ADP a) (sn (DET il) (NOUN polo) (sn (PROPN Nord) (PUNCT .))))));;4,692393302;content
6;1;una;uno;DET;det;mattina;(ROOT (cp_int (cp (sn (DET Una) (NOUN mattina)) (fp (PUNCT ,) (sp (ADP a) (sn (DET il) (PROPN Polo) (PROPN Nord))) (PUNCT ,)) (fc (f (sn (DET l') (NOUN orso) (sa (ADJ bianco))) (ibar (VERB fiutò)) (compt (sp (ADP in) (sn (DET l') (NOUN aria))) (sn (DET un) (NOUN odore) (sa (ADJ insolito))))) (CCONJ e) (f (ibar (PRON lo) (VERB fece) (VERB notare)) (compt (sp (ADP a) (sn (DET l') (PROPN Orsa) (PROPN Maggiore))) (fp (PUNCT -LRB-) (f (sn (DET la) (ADJ minore)) (ibar (AUX era)) (compc (sn (sa (DET sua)) (NOUN figlia)))) (PUNCT -RRB-))))) (PUNCT :) (PUNCT -) (fint (PRON Che) (f (ir_infl (AUX sia) (VERB arrivata)) (compin (sn (sq (DET qualche)) (NOUN spedizione)))))) (PUNCT ?)));;6,801817508;function
7;1;mattina;mattina;NOUN;obl;fiutò;(ROOT (cp_int (cp (sn (DET Una) (NOUN mattina)) (fp (PUNCT ,) (sp (ADP a) (sn (DET il) (PROPN Polo) (PROPN Nord))) (PUNCT ,)) (fc (f (sn (DET l') (NOUN orso) (sa (ADJ bianco))) (ibar (VERB fiutò)) (compt (sp (ADP in) (sn (DET l') (NOUN aria))) (sn (DET un) (NOUN odore) (sa (ADJ insolito))))) (CCONJ e) (f (ibar (PRON lo) (VERB fece) (VERB notare)) (compt (sp (ADP a) (sn (DET l') (PROPN Orsa) (PROPN Maggiore))) (fp (PUNCT -LRB-) (f (sn (DET la) (ADJ minore)) (ibar (AUX era)) (compc (sn (sa (DET sua)) (NOUN figlia)))) (PUNCT -RRB-))))) (PUNCT :) (PUNCT -) (fint (PRON Che) (f (ir_infl (AUX sia) (VERB arrivata)) (compin (sn (sq (DET qualche)) (NOUN spedizione)))))) (PUNCT ?)));4.08 ± 1.91;4,951684874;content
8;1;al;a;ADP;case;Polo;(ROOT (cp_int (cp (sn (DET Una) (NOUN mattina)) (fp (PUNCT ,) (sp (ADP a) (sn (DET il) (PROPN Polo) (PROPN Nord))) (PUNCT ,)) (fc (f (sn (DET l') (NOUN orso) (sa (ADJ bianco))) (ibar (VERB fiutò)) (compt (sp (ADP in) (sn (DET l') (NOUN aria))) (sn (DET un) (NOUN odore) (sa (ADJ insolito))))) (CCONJ e) (f (ibar (PRON lo) (VERB fece) (VERB notare)) (compt (sp (ADP a) (sn (DET l') (PROPN Orsa) (PROPN Maggiore))) (fp (PUNCT -LRB-) (f (sn (DET la) (ADJ minore)) (ibar (AUX era)) (compc (sn (sa (DET sua)) (NOUN figlia)))) (PUNCT -RRB-))))) (PUNCT :) (PUNCT -) (fint (PRON Che) (f (ir_infl (AUX sia) (VERB arrivata)) (compin (sn (sq (DET qualche)) (NOUN spedizione)))))) (PUNCT ?)));;6,335583043;function
9;1;polo;Polo;PROPN;obl;fiutò;(ROOT (cp_int (cp (sn (DET Una) (NOUN mattina)) (fp (PUNCT ,) (sp (ADP a) (sn (DET il) (PROPN Polo) (PROPN Nord))) (PUNCT ,)) (fc (f (sn (DET l') (NOUN orso) (sa (ADJ bianco))) (ibar (VERB fiutò)) (compt (sp (ADP in) (sn (DET l') (NOUN aria))) (sn (DET un) (NOUN odore) (sa (ADJ insolito))))) (CCONJ e) (f (ibar (PRON lo) (VERB fece) (VERB notare)) (compt (sp (ADP a) (sn (DET l') (PROPN Orsa) (PROPN Maggiore))) (fp (PUNCT -LRB-) (f (sn (DET la) (ADJ minore)) (ibar (AUX era)) (compc (sn (sa (DET sua)) (NOUN figlia)))) (PUNCT -RRB-))))) (PUNCT :) (PUNCT -) (fint (PRON Che) (f (ir_infl (AUX sia) (VERB arrivata)) (compin (sn (sq (DET qualche)) (NOUN spedizione)))))) (PUNCT ?)));;;content
10;1;nord;Nord;PROPN;flat:name;Polo;(ROOT (cp_int (cp (sn (DET Una) (NOUN mattina)) (fp (PUNCT ,) (sp (ADP a) (sn (DET il) (PROPN Polo) (PROPN Nord))) (PUNCT ,)) (fc (f (sn (DET l') (NOUN orso) (sa (ADJ bianco))) (ibar (VERB fiutò)) (compt (sp (ADP in) (sn (DET l') (NOUN aria))) (sn (DET un) (NOUN odore) (sa (ADJ insolito))))) (CCONJ e) (f (ibar (PRON lo) (VERB fece) (VERB notare)) (compt (sp (ADP a) (sn (DET l') (PROPN Orsa) (PROPN Maggiore))) (fp (PUNCT -LRB-) (f (sn (DET la) (ADJ minore)) (ibar (AUX era)) (compc (sn (sa (DET sua)) (NOUN figlia)))) (PUNCT -RRB-))))) (PUNCT :) (PUNCT -) (fint (PRON Che) (f (ir_infl (AUX sia) (VERB arrivata)) (compin (sn (sq (DET qualche)) (NOUN spedizione)))))) (PUNCT ?)));;4,692393302;content
