token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;il;il;DET;det;bruco;(ROOT (f3 (sn (DET Il) (NOUN bruco) (sa (ADV molto) (ADJ affamato))) (PUNCT .)));;7,039560886;function
2;0;bruco;bruco;NOUN;root;ROOT;(ROOT (f3 (sn (DET Il) (NOUN bruco) (sa (ADV molto) (ADJ affamato))) (PUNCT .)));;3,023432143;content
3;0;molto;molto;ADV;advmod;affamato;(ROOT (f3 (sn (DET Il) (NOUN bruco) (sa (ADV molto) (ADJ affamato))) (PUNCT .)));;6,102695876;content
4;0;affamato;affamato;ADJ;amod;bruco;(ROOT (f3 (sn (DET Il) (NOUN bruco) (sa (ADV molto) (ADJ affamato))) (PUNCT .)));4.84 ± 2.15;3,853681062;content
5;1;alla;a;ADP;case;luce;(ROOT (cp (sp (ADP A) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET la) (NOUN luna))))) (PUNCT ,) (f (ibar (VERB giaceva)) (compin (sp (ADP su) (sn (DET una) (NOUN foglia) (fp (PUNCT ,) (sn (DET un) (sa (ADJ piccolo)) (NOUN uovo))))))) (PUNCT .)));;6,135386161;function
6;1;luce;luce;NOUN;obl;giaceva;(ROOT (cp (sp (ADP A) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET la) (NOUN luna))))) (PUNCT ,) (f (ibar (VERB giaceva)) (compin (sp (ADP su) (sn (DET una) (NOUN foglia) (fp (PUNCT ,) (sn (DET un) (sa (ADJ piccolo)) (NOUN uovo))))))) (PUNCT .)));4.00 ± 2.42;5,005037586;content
7;1;della;di;ADP;case;luna;(ROOT (cp (sp (ADP A) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET la) (NOUN luna))))) (PUNCT ,) (f (ibar (VERB giaceva)) (compin (sp (ADP su) (sn (DET una) (NOUN foglia) (fp (PUNCT ,) (sn (DET un) (sa (ADJ piccolo)) (NOUN uovo))))))) (PUNCT .)));;6,267030034;function
8;1;luna;luna;NOUN;nmod;luce;(ROOT (cp (sp (ADP A) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET la) (NOUN luna))))) (PUNCT ,) (f (ibar (VERB giaceva)) (compin (sp (ADP su) (sn (DET una) (NOUN foglia) (fp (PUNCT ,) (sn (DET un) (sa (ADJ piccolo)) (NOUN uovo))))))) (PUNCT .)));4.56 ± 1.47;4,705470983;content
9;1;giaceva;giacere;VERB;root;ROOT;(ROOT (cp (sp (ADP A) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET la) (NOUN luna))))) (PUNCT ,) (f (ibar (VERB giaceva)) (compin (sp (ADP su) (sn (DET una) (NOUN foglia) (fp (PUNCT ,) (sn (DET un) (sa (ADJ piccolo)) (NOUN uovo))))))) (PUNCT .)));;2,961775242;content
10;1;su;su;ADP;case;foglia;(ROOT (cp (sp (ADP A) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET la) (NOUN luna))))) (PUNCT ,) (f (ibar (VERB giaceva)) (compin (sp (ADP su) (sn (DET una) (NOUN foglia) (fp (PUNCT ,) (sn (DET un) (sa (ADJ piccolo)) (NOUN uovo))))))) (PUNCT .)));;6,000068652;function
