BEGIN,Zipf_freq,word
99048.6,4.630808311,arrabbiato
164360.7,4.192007611,orso
263453.4,,flora
286650.0,5.037322203,torna
314080.2,4.517054187,mercato
379921.5,3.321256999,trascina
412202.7,3.854152865,zampe
458904.6,6.684018637,ha
472619.7,4.637615696,naso
559629.0,2.065984493,ingiù
636230.7,2.561991092,imbronciata
698367.6,5.66327005,mamma
744760.8,4.724504655,comprato
779688.0,3.50479045,lecca
809720.1,3.50479045,lecca
845573.4,4.20481329,miele
920058.3,3.418809935,desiderava
1034233.2,2.491953226,brontola
1052005.5,4.462997018,giardino
1144042.2,4.201223187,tratto
1161064.8,3.421372151,spunta
1208251.8,1.19092323,adele
1236475.8,5.234049628,piccola
1238857.2,3.537276204,ape
1271314.8,3.506893575,invita
1378389.6,2.433961279,orsetta
1412434.8,4.973825636,giocare
1436601.6,4.139091592,danza
1478981.7,2.759124954,ronza
1552628.7,4.210869912,orecchio
1616617.8,5.0002809,amica
1733615.1,5.589175818,guarda
1786887.9,3.226352968,traverso
1808629.2,1.19092323,adele
1832663.7,3.967987385,stufa
1939077.0,3.953226593,decide
1974357.0,4.45996894,volare
2053251.9,4.0322827,aspettami
2061366.3,5.609257672,dice
2100438.9,,flora
2121959.7,1.734991274,seguendola
2216554.2,4.59626959,corsa
2245086.9,4.936739438,fondo
2311060.5,4.462997018,giardino
2384354.7,5.039789442,vede
2418311.7,3.512107257,alveare
2487636.9,1.19092323,adele
2502366.3,4.865876178,pieno
2508672.6,2.942971678,zeppo
2518859.7,4.20481329,miele
2544217.2,,flora
2553742.8,6.684018637,ha
2607103.8,2.614169104,acquolina
2638326.6,4.963684877,bocca
2690408.7,4.490757271,pensarci
2711753.1,5.490648384,volte
2798586.0,2.469676831,tuffa
2839202.1,2.395043213,zampetta
2861119.8,5.234049628,piccola
2870777.7,3.537276204,ape
2914304.4,4.954351224,crede
2985570.0,3.029772321,antenne
2996109.9,3.49086613,furiosa
3018600.9,4.058979592,grida
3041577.0,6.477590733,hai
3054939.3,4.834967723,diritto
3129997.5,5.473794475,prendere
3160911.6,4.20481329,miele
3238792.2,5.040895142,smettila
3281569.2,1.491953226,pungerò
3365535.6,4.921463266,carino
3419381.7,5.847768581,parte
3507537.6,2.421372151,piagnucola
3530954.7,,flora
3582639.9,4.050361765,corre
3610775.7,4.74383468,arrivata
3623167.8,6.003702937,casa
3650598.0,4.045836252,getta
3710397.6,4.535413749,braccia
3798024.3,5.66327005,mamma
3813944.4,4.181039996,piangendo
3833745.3,2.93128592,dirotto
3843050.4,5.66327005,mamma
3848077.8,3.212112529,orsa
3870524.7,,china
4041103.5,2.605896578,consolarla
4065314.4,5.445797449,succede
4074884.1,5.234049628,piccola
4175211.6,,flora
4202289.0,4.810068756,calma
4214504.699999999,1.19092323,adele
4272716.7,4.65414411,darmi
4348215.9,4.20481329,miele
4429668.6,3.533345911,lamenta
4470637.5,5.707207341,dispiace
4476502.8,5.475037998,tesoro
4529466.9,3.996084132,diresti
4554471.6,4.970988391,provare
4621371.300000001,3.656306081,calmarti
4659914.7,3.747828499,tana
4727784.600000001,5.66327005,mamma
4767386.4,4.551895114,inizia
4794507.899999999,2.653321228,canticchiare
4849544.7,,flora
4867228.8,5.246129492,lascia
4915915.2,4.558837969,guidare
4989121.2,3.289566956,lettino
5111807.4,3.81417252,smette
5187527.1,4.641018306,piangere
5201286.3,1.19092323,adele
5217294.6,4.559210115,cattiva
5303245.5,4.20481329,miele
5394885.3,4.937440667,cercato
5423462.1,3.565671576,difendersi
5437353.600000001,4.276035343,spiega
5526788.4,5.66327005,mamma
5552719.2,4.979020863,voce
5573269.8,3.392320354,tenera
5700454.2,4.254819268,proviamo
5819524.199999999,6.231286207,fare
5849909.100000001,5.34960228,bel
5881131.9,4.336119636,respiro
5884748.100000001,4.413379567,profondo
5946620.399999999,5.543221545,signora
5955660.9,4.425440514,rabbia
6014446.2,4.836885575,uscita
6118389.9,5.265885873,cuore
6134221.800000001,4.493578784,chiede
6140219.4,5.66327005,mamma
6215806.800000001,3.212112529,orsa
6224406.3,,flora
6261141.6,2.88111931,scuote
6294216.6,5.506904066,testa
6334171.2,5.66327005,mamma
6406318.8,6.684018637,ha
6427971.899999999,5.649409994,altra
6445920.6,5.567345054,idea
6465589.2,4.28223839,andrebbe
6502721.4,3.166355039,soffiare
6521728.5,4.123650597,tubo
6617469.600000001,4.425440514,rabbia
6639210.9,3.754997209,voli
6692792.4,,flora
6695306.1,6.003549189,fa
6739273.800000001,5.506904066,testa
6818697.9,5.66327005,mamma
6896313.899999999,2.70943717,porge
6921186.300000001,4.123650597,tubo
