BEGIN,Zipf_freq,type_of_words,word
99048.6,4.630808311,content,arrabbiato
144030.6,6.562704781,function,come
157128.3,7.065833912,function,un
164360.7,4.192007611,content,orso
263453.4,,content,flora
286650.0,5.037322203,content,torna
306230.4,5.733978809,function,dal
314080.2,4.517054187,content,mercato
379921.5,3.321256999,content,trascina
403206.3,6.624997683,function,le
412202.7,3.854152865,content,zampe
455244.3,2.741151583,function,e
458904.6,6.684018637,content,ha
464549.4,7.039560886,function,il
472619.7,4.637615696,content,naso
487349.1,5.81126753,function,all
559629.0,2.065984493,content,ingiù
562451.4,7.249521761,function,è
636230.7,2.561991092,content,imbronciata
650519.1,5.965637226,function,perché
657663.3,7.055331658,function,la
667012.5,6.022524285,function,sua
698367.6,5.66327005,content,mamma
706746.6,7.259198169,function,non
717551.1000000001,6.624997683,function,le
742423.5,6.684018637,function,ha
744760.8,4.724504655,content,comprato
774704.7,6.584780852,function,i
779688.0,3.50479045,content,lecca
809720.1,3.50479045,content,lecca
816643.8,6.335583043,function,al
845573.4,4.20481329,content,miele
909342.0,7.250456545,function,che
920058.3,3.418809935,content,desiderava
941579.1,5.656885745,function,tanto
946518.3,6.195882677,function,ora
1034233.2,2.491953226,content,brontola
1045214.1,6.797274494,function,in
1052005.5,4.462997018,content,giardino
1069425.0,2.98331492,function,tutt
1092357.0,7.004335738,function,a
1135751.4,7.065833912,function,un
1144042.2,4.201223187,content,tratto
1161064.8,3.421372151,content,spunta
1208251.8,1.19092323,content,adele
1211603.4,7.055331658,function,la
1236475.8,5.234049628,content,piccola
1238857.2,3.537276204,content,ape
1266243.3,2.741151583,function,e
1271314.8,3.506893575,content,invita
1352767.5,6.640107629,function,l
1378389.6,2.433961279,content,orsetta
1386371.7,7.004335738,function,a
1412434.8,4.973825636,content,giocare
1436601.6,4.139091592,content,danza
1468971.0,2.741151583,function,e
1478981.7,2.759124954,content,ronza
1494196.2,5.221138271,function,vicino
1546322.4,5.81126753,function,all
1552628.7,4.210869912,content,orecchio
1593244.8,6.267030034,function,della
1600830.0,6.022524285,function,sua
1616617.8,5.0002809,content,amica
1622835.9,7.250456545,function,che
1708786.8,5.298963672,function,invece
1725236.1,7.055331658,function,la
1733615.1,5.589175818,content,guarda
1782345.6,7.232814475,function,di
1786887.9,3.226352968,content,traverso
1808629.2,1.19092323,content,adele
1812951.0,6.553884221,function,si
1832663.7,3.967987385,content,stufa
1884878.1,2.741151583,function,e
1939077.0,3.953226593,content,decide
1952351.1,7.232814475,function,di
1974357.0,4.45996894,content,volare
2016693.0,5.774643298,function,via
2053251.9,4.0322827,content,aspettami
2061366.3,5.609257672,content,dice
2092897.8,3.973037378,function,infine
2100438.9,,content,flora
2121959.7,1.734991274,content,seguendola
2129589.0,7.232814475,function,di
2216554.2,4.59626959,content,corsa
2226917.7,6.797274494,function,in
2245086.9,4.936739438,content,fondo
2289848.4,6.335583043,function,al
2311060.5,4.462997018,content,giardino
2315073.6,6.662005813,function,ma
2342283.3,5.884320377,function,proprio
2346605.1,,function,lì
2384354.7,5.039789442,content,vede
2401597.8,6.640107629,function,l
2418311.7,3.512107257,content,alveare
2422280.7,7.232814475,function,di
2487636.9,1.19092323,content,adele
2502366.3,4.865876178,content,pieno
2508672.6,2.942971678,content,zeppo
2515287.6,7.232814475,function,di
2518859.7,4.20481329,content,miele
2544217.2,,content,flora
2553742.8,6.684018637,content,ha
2586817.8,6.015979163,function,già
2589948.9,6.640107629,function,l
2607103.8,2.614169104,content,acquolina
2631711.6,6.797274494,function,in
2638326.6,4.963684877,content,bocca
2669373.0,2.741151583,function,e
2675502.9,5.710022415,function,senza
2690408.7,4.490757271,content,pensarci
2703947.4,5.996192947,,due
2711753.1,5.490648384,content,volte
2791221.3,5.855804847,function,vi
2798586.0,2.469676831,content,tuffa
2819577.6,5.582881078,function,dentro
2828662.2,7.055331658,function,la
2839202.1,2.395043213,content,zampetta
2852432.1,7.055331658,function,la
2861119.8,5.234049628,content,piccola
2870777.7,3.537276204,content,ape
2911217.4,7.259198169,function,non
2914304.4,4.954351224,content,crede
2940632.1,5.647107003,function,alle
2977808.4,5.298082303,function,sue
2985570.0,3.029772321,content,antenne
2989715.4,2.741151583,function,e
2996109.9,3.49086613,content,furiosa
3018600.9,4.058979592,content,grida
3023848.8,7.259198169,function,non
3041577.0,6.477590733,content,hai
3045810.6,7.039560886,function,il
3054939.3,4.834967723,content,diritto
3105918.9,7.232814475,function,di
3129997.5,5.473794475,content,prendere
3149533.8,7.039560886,function,il
3153723.3,6.336217551,function,mio
3160911.6,4.20481329,content,miele
3238792.2,5.040895142,content,smettila
