BEGIN,Zipf_freq,word
96138.0,2.502677091,ombrellino
127449.0,3.435200351,asciutto
254016.0,6.283626334,era
271656.0,5.820011577,volta
322371.0,5.055196927,paese
355064.0,3.435200351,asciutto
407043.0,2.502677091,ombrellino
434706.0,3.784762891,azzurro
536697.0,5.321449975,finito
571977.0,5.055196927,paese
589617.0,3.435200351,asciutto
748818.0,4.64683347,scherzo
807030.0,4.5330497,sbaglio
881559.0,2.502677091,ombrellino
960057.0,3.311497161,restava
1006803.0,4.844810788,chiuso
1084860.0,5.055196927,paese
1108674.0,3.286092581,pioveva
1204371.0,3.286092581,pioveva
1252881.0,3.286092581,pioveva
1340199.0,5.595192339,gente
1362690.0,3.873970268,prendeva
1390914.0,4.350791077,pioggia
1416271.0,5.537413123,faccia
1445580.0,4.560510121,contenta
1487934.0,3.879787798,poca
1502046.0,1.668044485,frescura
1573488.0,4.664483185,aprire
1593333.0,3.600856353,ombrello
1660806.0,4.348531083,veniva
1677564.0,5.567345054,idea
1764882.0,5.731502947,giorno
1782081.0,2.502677091,ombrellino
1864989.0,4.844810788,chiuso
1898064.0,2.52336169,accaldato
1935549.0,4.739619679,triste
2010519.0,2.25162107,posò
2063439.0,3.412337468,piccione
2084607.0,3.476480539,viaggiatore
2166633.0,5.75887252,fai
2179422.0,2.502677091,ombrellino
2255715.0,4.739619679,triste
2331567.0,4.739619679,triste
2416239.0,5.587732603,piace
2434320.0,5.514886537,stare
2500470.0,,sole…
2567943.0,2.502677091,ombrellino
2588670.0,2.848934627,spiegò
2616894.0,3.412337468,piccione
2638062.0,3.476480539,viaggiatore
2701125.0,4.875454422,guai
2777859.0,4.057210569,infelice
2845773.0,3.754997209,voli
2895165.0,4.869305017,disse
2918097.0,3.412337468,piccione
3042459.0,6.216153292,so
3055689.0,4.45996894,volare
3146976.0,6.040342644,sai
3200778.0,5.841026674,puoi
3268251.0,5.408920128,capisco
3338370.0,5.267181268,ascolta
3360420.0,2.502677091,ombrellino
3409812.0,4.869305017,disse
3434067.0,3.412337468,piccione
3502863.0,4.543395181,capace
3529764.0,3.010467166,aprirti
3553578.0,6.359323473,solo
3634281.0,,provato…
3694698.0,3.910668723,provaci
3771873.0,2.502677091,ombrellino
3803184.0,3.173194463,provò
3905055.0,5.232335655,difficile
3982362.0,4.029772321,abituato
4033610.0,4.735735142,aperto
4167450.0,5.176776154,prova
4190382.0,3.409721228,riprova
4238892.0,4.402043771,colpi
4254768.0,3.318028028,successivi
4301073.0,3.594043751,riuscì
4331502.0,3.306533742,aprirsi
4457187.0,6.231286207,fare
4478796.0,1.792983221,tric
4499082.0,4.516233602,finale
4533480.0,4.056027205,riusciva
4636233.0,5.347199726,vedi
4673277.0,6.216153292,so
4679010.0,3.175450543,aprirmi
4739868.0,4.784486182,diceva
4760154.0,2.502677091,ombrellino
4794111.0,4.739619679,triste
4856733.0,5.267181268,ascolta
4901274.0,4.869305017,disse
4925088.0,3.412337468,piccione
4977567.0,5.640748618,aspetta
5012847.0,4.414289356,arrivi
5042835.0,4.938723321,colpo
5066208.0,4.536100847,vento
5132358.0,4.940504965,arriva
5169843.0,4.399364586,mettiti
5210415.0,4.335186004,punta
5246577.0,4.45903296,direzione
5300820.0,6.162363764,va
5324193.0,4.627959949,vedrai
5399163.0,3.412337468,piccione
5428710.0,4.231723291,andò
5463108.0,2.722402147,sparendo
5519115.0,4.98721997,cielo
5533668.0,,azzurrissimo
5637113.0,2.502677091,ombrellino
5658471.0,2.997103204,restò
5766075.0,4.229742017,notti
5804442.0,2.03602127,allenò
5826933.0,3.306533742,aprirsi
5867505.0,4.87822919,poteva
5930127.0,6.231286207,fare
5942034.0,1.792983221,tric
6011712.0,4.056027205,riusciva
6118434.0,4.951684874,mattina
6185907.0,3.00716453,sorto
6213690.0,4.889371768,sole
6259554.0,3.420092933,sentì
6281604.0,5.027057379,arrivare
6313774.0,4.536100847,vento
6341271.0,5.22779156,forte
6375096.0,4.333156222,ovest
6474762.0,3.850364012,mise
6493725.0,4.335186004,punta
6520626.0,4.45903296,direzione
6556788.0,4.48062364,est
6635286.0,4.536100847,vento
6674976.0,2.571134472,riempì
6762294.0,1.792983221,tric
6806835.0,4.506053547,fece
6820506.0,4.664483185,aprire
6932520.0,4.735735142,aperto
6982794.0,4.3610382,prese
7026012.0,2.614169104,sollevò
7076286.0,3.913557153,portò
7099659.0,4.98721997,cielo
7160076.0,3.784762891,azzurro
7252245.0,3.412337468,cominciarono
7283115.0,4.826356708,esserci
7306047.0,3.906090588,nuvole
7356321.0,2.502677091,ombrellino
7377489.0,3.97589694,arrivò
7417179.0,5.055196927,paese
7449372.0,3.286092581,pioveva
7560063.0,3.207956569,scese
7640766.0,3.512107257,portarono
7671195.0,5.36483757,giro
7707798.0,5.731502947,giorno
7759395.0,4.735735142,aperto
7804818.0,3.883329465,bagnato
7852446.0,4.744138531,contento
