BEGIN,semantic_dissimilarity,type_of_words,word
89964.0,0.5,function,Le
98343.0,0.6070744395256042,content,precauzioni
133861.0,0.3025285005569458,content,inutili
157878.0,0.4011266231536865,function,contro
179928.0,0.3815155029296875,function,le
187866.0,0.3687790930271148,content,frodi
255339.0,0.4349507093429565,content,Leo
267687.0,0.4159125089645386,content,Bussi
299880.0,0.42232346534729,content,piazzista
328104.0,0.4352102279663086,function,d'
329868.0,0.5306269526481628,content,anni
341334.0,0.5354489088058472,function,30
372204.0,0.382347047328949,content,entrò
387639.0,0.3661165833473205,function,nella
396459.0,0.4382264912128448,content,succursale
424242.0,0.4123120009899139,content,n
438795.0,0.4073955416679382,function,7
455112.0,0.3263038396835327,function,del
462609.0,0.3983298540115356,content,Credito
481131.0,0.4218326807022095,content,Nazionale
518175.0,0.4038139581680298,function,per
524790.0,0.4418971836566925,content,riscuotere
551250.0,0.3534787893295288,function,un
554778.0,0.4223279953002929,content,assegno
573741.0,0.4041123390197754,content,circolare
608139.0,0.4071428179740906,function,di
611667.0,0.4798197746276855,function,4000
637245.0,0.4164990782737732,content,lire
693252.0,0.4594952464103699,function,Non
701190.0,0.443664014339447,function,c'
705600.0,0.4283629059791565,content,erano
717066.0,0.3561530709266662,content,sportelli
755874.0,0.4304178953170776,function,ma
762048.0,0.3368568420410156,function,un
766458.0,0.3982806205749511,content,lungo
781893.0,0.3338322639465332,content,banco
802620.0,0.4423487186431885,function,dietro
814086.0,0.402475893497467,function,al
818496.0,0.3539772033691406,function,quale
831285.0,0.3148733973503113,function,gli
840105.0,0.3922047615051269,content,impiegati
862596.0,0.3647235929965973,content,lavoravano
921249.0,0.5345227718353271,content,Desidera
962262.0,0.438897043466568,content,domandò
977697.0,0.3681141138076782,function,uno
988281.0,0.5099822282791138,function,di
992250.0,0.3961328268051147,function,questi
1009008.0,0.3603518903255462,function,gentilmente
1072512.0,0.420881986618042,content,Ho
1079515.0,0.3801590800285339,function,un
1082655.0,0.4124566316604614,content,assegno
1098090.0,0.46151864528656,function,da
1103823.0,0.4169043004512787,content,riscuotere
1167327.0,0.4172096252441406,content,Prego
1194228.0,0.3805432319641113,content,disse
1207017.0,0.3568184971809387,function,l'
1208340.0,0.4799986183643341,content,impiegato
1252440.0,0.4072785377502441,function,e
1255968.0,0.4696682095527649,content,preso
1265670.0,0.3108813762664795,function,il
1272285.0,0.3525014519691467,content,foglietto
1289642.0,0.4320635795593261,function,in
1294335.0,0.3979182243347168,content,mano
1303596.0,0.3252108693122864,function,lo
1307565.0,0.3670235872268677,content,esaminò
1328733.0,0.4188659191131592,function,per
1337553.0,0.4512361884117126,content,diritto
1358280.0,0.4150673151016235,function,e
1360485.0,0.4031907916069031,function,per
1369305.0,0.4033325314521789,content,rovescio
1407231.0,0.4558879137039184,function,Poi
1450052.0,0.518328070640564,function,Si
1454859.0,0.4622088372707367,content,accomodi
1473381.0,0.4312626719474792,function,più
1480437.0,0.3815453052520752,function,in
1481760.0,0.3643795251846313,function,là
1489257.0,0.3870330452919006,function,dal
1496313.0,0.3870812058448791,function,mio
1502487.0,0.4239053428173065,content,collega
1567314.0,0.3724445700645447,function,Il
1573929.0,0.4036133289337158,content,collega
1607886.0,0.4172192811965942,function,era
1616176.0,0.3539872169494629,function,un
1620675.0,0.3867058753967285,content,uomo
1631700.0,0.4733917713165283,function,sui
1642284.0,0.4289128482341766,function,cinquanta
1703583.0,0.4945773184299469,content,Contemplò
1728279.0,0.3548429310321808,function,l'
1730925.0,0.4185640811920166,content,assegno
1748124.0,0.4006668925285339,function,a
1750770.0,0.4768422842025757,content,lungo
1784727.0,0.3877713680267334,content,rigirandolo
1811411.0,0.3511456251144409,function,da
1815949.0,0.3647730946540832,function,una
1820448.0,0.3709077835083008,content,parte
1837206.0,0.37763112783432,function,e
1838529.0,0.3761000633239746,function,dall'
1850436.0,0.367537260055542,function,altra
1893036.0,0.3958524167537689,content,tossicchiò
1935549.0,0.3703430294990539,content,alzò
1949661.0,0.3499188423156738,function,gli
1956717.0,0.3876745700836181,content,sguardi
1978767.0,0.3107789158821106,function,al
1984500.0,0.4489932656288147,function,di
1991115.0,0.4124771952629089,function,sopra
2002435.0,0.3028779625892639,function,degli
2013165.0,0.396267831325531,content,occhiali
2036979.0,0.3562107384204864,content,esaminando
2061234.0,0.2529078125953674,function,la
2066746.0,0.3540269136428833,content,faccia
2080197.0,0.3038530945777893,function,del
2087694.0,0.3735483586788177,content,cliente
2131353.0,0.3242930471897125,content,guardò
2149875.0,0.3741613626480102,function,ancora
2166192.0,0.3772778511047363,function,l'
2167956.0,0.377219945192337,content,assegno
2200590.0,0.3052214384078979,content,guardò
2214702.0,0.3540293574333191,function,di
2219994.0,0.3444437980651855,content,nuovo
2233224.0,0.3024980425834656,function,il
2240280.0,0.4183103144168854,content,Bussi
2282175.0,0.4252238273620605,function,quasi
2298933.0,0.3698018193244934,content,cercando
2321485.0,0.4014021754264831,function,una
2329362.0,0.3429369926452636,content,corrispondenza
2380959.0,0.371225357055664,function,infine
2415798.0,0.443223774433136,content,chiese
2451519.0,0.5181375741958618,function,Lei
2460705.0,0.4444301128387451,content,ha
2463867.0,0.5105185508728027,function,qui
2473128.0,0.4029138684272766,function,un
2477538.0,0.4582275748252868,content,conto
2491209.0,0.4401385486125946,content,corrente
2542365.0,0.4890361726284027,function,No
2591316.0,0.4419227838516235,function,lui
2599695.0,0.3855038583278656,content,rispose
2656584.0,0.4501205086708069,content,Documenti
2681280.0,0.3884049654006958,function,di
2684808.0,0.3992280960083008,content,riconoscimento
2754486.0,0.4542146921157837,function,Il
2760660.0,0.545214056968689,content,Bussi
2774772.0,0.4534279704093933,content,diede
2783592.0,0.3449859619140625,function,il
2790207.0,0.3638696670532226,content,passaporto
2856798.0,0.3778917789459228,function,L'
2857944.0,0.4824742376804352,content,impiegato
2879289.0,0.3309420943260193,function,lo
2883699.0,0.3679296672344208,content,prese
2901339.0,0.2864491939544678,function,lo
2906631.0,0.3583223223686218,content,portò
2921625.0,0.3627488613128662,function,al
2926476.0,0.3610592484474182,function,suo
2934855.0,0.3214803636074066,content,tavolo
2956464.0,0.3403454124927521,content,sedette
2982924.0,0.3646408319473266,content,sfogliò
3005415.0,0.268174409866333,function,il
3009825.0,0.4140132665634155,content,libretto
3029670.0,0.3190410733222961,function,controllandolo
3074652.0,0.3359688520431518,content,cominciò
3098466.0,0.3166037201881408,function,a
3101994.0,0.3099805116653442,content,prendere
3122280.0,0.355806827545166,content,nota
3142566.0,0.3260277807712555,content,registrando
3178287.0,0.41641765832901,function,su
3190635.0,0.3580164313316345,function,un
3191958.0,0.3600842952728271,content,modulo
3222828.0,0.3975840508937835,content,nome
3251493.0,0.348714530467987,content,numero
3278835.0,0.3777546286582947,content,data
3291183.0,0.3684873580932617,function,di
3296034.0,0.3510055243968963,content,rilascio
3318084.0,0.422866016626358,function,eccetera
3379824.0,0.4485309720039367,function,Ma
3385583.0,0.3784259557723999,function,a
3386668.0,0.4190148115158081,function,un
3391290.0,0.4370343685150146,content,certo
3403638.0,0.3538450598716736,content,punto
3416427.0,0.3317106962203979,function,si
3423924.0,0.364558070898056,content,fermò
3449502.0,0.4506706297397613,content,aggiustandosi
3482577.0,0.3619983196258545,function,gli
3486105.0,0.375691682100296,content,occhiali
3516534.0,0.2466117143630981,function,e
3519180.0,0.4122438430786133,content,brontolò
3540348.0,0.34815114736557,function,qualche
3555783.0,0.4015167951583862,content,parola
3616641.0,0.5132562518119812,function,C'
3620169.0,0.47050541639328,content,è
3621492.0,0.4151921272277832,function,qualcosa
3642660.0,0.423874020576477,function,che
3644424.0,0.4132095575332641,function,non
3651921.0,0.445491075515747,content,va
3674853.0,0.4014486670494079,content,disse
3688965.0,0.38315349817276,function,il
3693816.0,0.5238127708435059,content,Bussi
3713220.0,0.3930699825286865,function,con
3718071.0,0.3886618614196777,function,la
3724245.0,0.4705461859703064,content,vaga
3733506.0,0.4152810573577881,content,sensazione
3760407.0,0.3770307302474975,function,di
3764817.0,0.3382047414779663,function,essere
3777165.0,0.3619869649410248,content,scambiato
3800538.0,0.2881893515586853,function,per
3805830.0,0.2641052007675171,function,un
3812445.0,0.4025011956691742,content,gangster
3870216.0,0.533934473991394,function,Niente
3881241.0,0.4595502614974975,function,niente
3935528.0,0.4826518893241882,content,fece
3944745.0,0.4004386067390442,function,quello
3960621.0,0.3349179029464721,function,con
3969000.0,0.3109654188156128,function,un
3972528.0,0.3936932981014251,content,sorrisetto
3995019.0,0.3395498991012573,content,ambiguo
4051467.0,0.4067564606666565,function,Così
4064256.0,0.3701880872249603,content,dicendo
4088511.0,0.358067512512207,content,col
4095567.0,0.4606010317802429,content,passaporto
4120263.0,0.4752151370048523,function,in
