BEGIN,surprisal,type_of_words,word
89964.0,0.0,function,Le
98343.0,14.812338829040527,content,precauzioni
133861.0,14.174972534179688,content,inutili
157878.0,8.754799842834473,function,contro
179928.0,2.560598850250244,function,le
187866.0,14.375041961669922,content,frodi
255339.0,23.853012084960938,content,Leo
267687.0,21.543222427368164,content,Bussi
299880.0,26.92272186279297,content,piazzista
328104.0,7.718423843383789,function,d'
329868.0,12.044424057006836,content,anni
341334.0,18.319738388061523,function,30
372204.0,14.608916282653809,content,entrò
387639.0,3.868477582931519,function,nella
396459.0,15.909383773803713,content,succursale
424242.0,11.280299186706545,content,n
438795.0,5.59959602355957,function,7
455112.0,1.769857406616211,function,del
462609.0,10.740436553955078,content,Credito
481131.0,8.835585594177246,content,Nazionale
518175.0,5.538873195648193,function,per
524790.0,10.44510555267334,content,riscuotere
551250.0,2.43772554397583,function,un
554778.0,5.700028896331787,content,assegno
573741.0,9.45762062072754,content,circolare
608139.0,3.3085103034973145,function,di
611667.0,9.8734769821167,function,4000
637245.0,3.1870155334472656,content,lire
693252.0,7.187391757965088,function,Non
701190.0,5.624568939208984,function,c'
705600.0,2.2028567790985107,content,erano
717066.0,10.289076805114746,content,sportelli
755874.0,6.598564147949219,function,ma
762048.0,5.298270225524902,function,un
766458.0,11.528383255004885,content,lungo
781893.0,8.458480834960938,content,banco
802620.0,11.611068725585938,function,dietro
814086.0,4.271883487701416,function,al
818496.0,1.4007655382156372,function,quale
831285.0,5.927665710449219,function,gli
840105.0,6.353864669799805,content,impiegati
862596.0,8.87541675567627,content,lavoravano
921249.0,36.92447662353516,content,Desidera
962262.0,12.226778030395508,content,domandò
977697.0,5.337936878204346,function,uno
988281.0,3.189209222793579,function,di
992250.0,3.011718273162842,function,questi
1009008.0,18.725440979003903,function,gentilmente
1072512.0,6.803706645965576,content,Ho
1079515.0,4.319052696228027,function,un
1082655.0,5.69835376739502,content,assegno
1098090.0,4.640568256378174,function,da
1103823.0,14.54608154296875,content,riscuotere
1167327.0,13.285184860229492,content,Prego
1194228.0,1.9517309665679927,content,disse
1207017.0,3.85876727104187,function,l'
1208340.0,0.4082854092121124,content,impiegato
1252440.0,12.204500198364258,function,e
1255968.0,8.452330589294434,content,preso
1265670.0,2.0797505378723145,function,il
1272285.0,8.632437705993652,content,foglietto
1289642.0,5.33614444732666,function,in
1294335.0,0.2532831132411957,content,mano
1303596.0,10.163925170898438,function,lo
1307565.0,15.431559562683104,content,esaminò
1328733.0,3.437366247177124,function,per
1337553.0,14.032325744628906,content,diritto
1358280.0,3.371558666229248,function,e
1360485.0,3.477681398391724,function,per
1369305.0,15.266409873962402,content,rovescio
1407231.0,15.978195190429688,function,Poi
1450052.0,11.177491188049316,function,Si
1454859.0,15.49775505065918,content,accomodi
1473381.0,9.794593811035156,function,più
1480437.0,5.670923709869385,function,in
1481760.0,7.981472015380859,function,là
1489257.0,9.814689636230469,function,dal
1496313.0,4.646727561950684,function,mio
1502487.0,13.157824516296388,content,collega
1567314.0,5.014760494232178,function,Il
1573929.0,7.119483947753906,content,collega
1607886.0,5.504412651062012,function,era
1616176.0,3.4421119689941406,function,un
1620675.0,5.081022262573242,content,uomo
1631700.0,14.667223930358888,function,sui
1642284.0,13.169227600097656,function,cinquanta
1703583.0,37.08384323120117,content,Contemplò
1728279.0,3.825571060180664,function,l'
1730925.0,2.426936626434326,content,assegno
1748124.0,5.565562725067139,function,a
1750770.0,8.703330993652344,content,lungo
1784727.0,44.98268127441406,content,rigirandolo
1811411.0,5.449027061462402,function,da
1815949.0,4.216775417327881,function,una
1820448.0,4.669456481933594,content,parte
1837206.0,2.231165170669556,function,e
1838529.0,3.4850733280181885,function,dall'
1850436.0,3.8289635181427,function,altra
1893036.0,40.05631256103516,content,tossicchiò
1935549.0,13.247762680053713,content,alzò
1949661.0,4.407760620117188,function,gli
1956717.0,12.225399017333984,content,sguardi
1978767.0,7.660224437713623,function,al
1984500.0,6.2983832359313965,function,di
1991115.0,1.903198838233948,function,sopra
2002435.0,4.582432270050049,function,degli
2013165.0,6.440715789794922,content,occhiali
2036979.0,22.2395133972168,content,esaminando
2061234.0,4.833566665649414,function,la
2066746.0,7.157577991485596,content,faccia
2080197.0,3.7241384983062735,function,del
2087694.0,7.9990081787109375,content,cliente
2131353.0,12.245664596557615,content,guardò
2149875.0,10.197333335876465,function,ancora
2166192.0,4.807408809661865,function,l'
2167956.0,13.393113136291504,content,assegno
2200590.0,11.521524429321287,content,guardò
2214702.0,7.430206298828125,function,di
2219994.0,2.670715570449829,content,nuovo
2233224.0,2.402803421020508,function,il
2240280.0,19.984474182128903,content,Bussi
