BEGIN,semantic_dissimilarity,type_of_words,word
89964.0,0.7358095645904541,function,L'
95697.0,0.5213503837585449,content,incantesimo
133623.0,0.3726161122322082,function,della
145530.0,0.4420077800750732,content,volpe
221699.0,0.4639162719249725,function,C'
224910.0,0.4545478224754333,function,è
227997.0,0.4135274887084961,content,stato
244406.0,0.31584233045578,function,un
251370.0,0.3521566987037658,content,periodo
271215.0,0.4525502920150757,function,della
280917.0,0.3457637429237366,function,mia
291060.0,0.3450071215629577,content,vita
322812.0,0.3562241196632385,function,nel
336055.0,0.3222165107727051,function,quale
347949.0,0.282797634601593,function,ho
350154.0,0.3852774500846863,content,seguito
372204.0,0.3205001354217529,function,mio
380142.0,0.4126725792884826,content,padre
407484.0,0.3168423175811767,function,quando
417186.0,0.3685800433158874,content,andava
429776.0,0.4265043139457702,function,a
436369.0,0.4859322309494018,content,caccia
450261.0,0.4490153789520263,function,coi
459522.0,0.3521694540977478,function,suoi
465696.0,0.3579621315002441,content,amici
523467.0,0.3539875745773315,function,Non
528939.0,0.3510156273841858,content,avevo
540666.0,0.3756190538406372,function,un
547722.0,0.4479175209999084,content,fucile
569772.0,0.3516450822353363,function,mio
590058.0,0.3541660904884338,function,ogni
598878.0,0.3751041293144226,content,tanto
610785.0,0.2726476788520813,function,qualcuno
629748.0,0.4132168292999267,function,ne
635040.0,0.2955021858215332,content,portava
652313.0,0.2928134202957153,function,uno
660216.0,0.3915536403656006,function,in
666351.0,0.3752849698066711,function,più
673407.0,0.3007820248603821,function,e
675612.0,0.3823150396347046,function,me
681345.0,0.3334682583808899,function,lo
686196.0,0.3118510842323303,content,passava
725886.0,0.3839538693428039,function,Io
730296.0,0.2530540823936462,function,lo
736029.0,0.3156553208827972,content,prendevo
759843.0,0.3334779143333435,content,ringraziavo
801914.0,0.2635036706924438,function,e
804384.0,0.3190540075302124,function,mi
808794.0,0.3432449400424957,content,ripromettevo
835695.0,0.2823596000671386,function,di
841428.0,0.3393410444259643,content,fare
848598.0,0.4705343246459961,function,in
852894.0,0.4597297310829162,content,modo
866124.0,0.2544138431549072,function,di
870093.0,0.3382232189178467,function,non
878913.0,0.3683674335479736,content,tirare
890379.0,0.3355392217636108,function,un
895230.0,0.377151221036911,content,colpo
932715.0,0.3426830172538757,function,Non
937125.0,0.3405686020851135,function,mi
944181.0,0.4083759188652038,content,piaceva
960057.0,0.3831641972064972,content,ammazzare
1014741.0,0.3193686008453369,function,Mi
1018260.0,0.309542715549469,content,piaceva
1033704.0,0.3854303956031799,content,sparare
1051105.0,0.4437358379364013,function,a
1052226.0,0.4505255222320556,content,bottiglie
1074717.0,0.4579789042472839,content,vuote
1092357.0,0.3766970038414001,function,o
1095444.0,0.3702577352523803,content,barattoli
1117180.0,0.4039808213710785,content,arrugginiti
1180557.0,0.3930502831935882,content,Avevo
1193654.0,0.3904741406440735,function,a
1195551.0,0.4956528544425964,content,detta
1209222.0,0.4013022780418396,function,di
1215396.0,0.3577248752117157,function,tutti
1228185.0,0.3337215185165405,function,una
1233918.0,0.391534686088562,content,buona
1245384.0,0.3836346864700317,content,mira
1299186.0,0.4661605358123779,function,Cos'
1305360.0,0.4612789154052734,function,era
1312416.0,0.4069412350654602,function,allora
1325205.0,0.4120317697525024,function,che
1330497.0,0.3775343894958496,function,mi
1336671.0,0.3727283775806427,content,spingeva
1358280.0,0.3676353693008423,function,ad
1362690.0,0.4277845025062561,content,alzarmi
1383858.0,0.437341570854187,function,dal
1392678.0,0.4427034258842468,content,letto
1415169.0,0.3868390917778015,function,quando
1430604.0,0.4379933476448059,function,ancora
1448685.0,0.4439102411270141,content,faceva
1465002.0,0.4562445878982544,content,scuro
1521891.0,0.373082160949707,function,Mi
1526036.0,0.3702760934829712,content,piaceva
1546587.0,0.3595713973045349,content,vedere
1560258.0,0.3923564255237579,content,spuntare
1584954.0,0.2822415232658386,function,il
1591569.0,0.3839614987373352,content,sole
1618805.0,0.3862451314926147,function,e
1622880.0,0.3636389374732971,function,mi
1629495.0,0.3691237568855285,content,piaceva
1647135.0,0.3827429711818695,function,l'
1650222.0,0.4202475547790527,content,improvviso
1688589.0,0.3750215768814087,content,accendersi
1724310.0,0.308180570602417,function,della
1732689.0,0.3744460940361023,content,caccia
1795311.0,0.4571346044540405,function,Dalle
1805454.0,0.5329457521438599,content,parti
1819566.0,0.401151180267334,function,nostre
1853082.0,0.3247331380844116,function,si
1859256.0,0.3651087880134582,content,andavano
