BEGIN,surprisal,type_of_words,word
90405.0,0.0,function,I
97461.0,15.320772171020508,content,pirati
118629.0,31.964771270751957,content,smemorati
227556.0,20.81579971313477,function,C'
232848.0,2.070020914077759,content,era
247401.0,2.728394031524658,function,una
255339.0,5.391489505767822,content,nave
267687.0,4.093225479125977,function,di
274302.0,3.877934217453003,content,pirati
312228.0,3.0165669918060303,function,che
317520.0,3.3634121417999268,function,si
326781.0,5.8425493240356445,content,chiamava
345303.0,15.998411178588867,content,Tonno
363825.0,29.019195556640625,content,Feroce
411453.0,3.010078191757202,function,e
415863.0,13.074019432067873,content,navigava
437472.0,8.519801139831543,function,i
441882.0,4.095329761505127,content,mari
469224.0,10.711139678955078,content,facendo
491274.0,28.460193634033203,content,abbordaggi
570614.0,16.037424087524414,content,spara
586530.0,22.63133430480957,function,qua
598847.0,21.05709457397461,content,assalta
620046.0,8.030533790588379,function,di
628425.0,5.19571590423584,function,là
647388.0,10.462873458862305,content,ruba
,5.807234764099121,function,a
665469.0,10.193242073059082,function,me
679140.0,10.02159595489502,content,rapina
,2.988161325454712,function,a
706041.0,4.40113639831543,function,te
734706.0,8.465785026550293,function,i
738234.0,4.370391368865967,content,pirati
754992.0,5.630735874176025,function,di
760284.0,9.135165214538574,function,quella
772632.0,2.71206283569336,content,nave
804825.0,12.863727569580078,function,agli
813645.0,3.6479742527008057,content,ordini
831726.0,1.9234459400177,function,di
834813.0,15.898578643798828,content,capitan
868329.0,17.560550689697266,content,Gigi
884646.0,51.98149490356445,content,Trinciasquali
948150.0,9.533233642578123,function,avevano
970641.0,12.804349899291992,content,accumulato
1012536.0,3.2400364875793457,function,un
1021797.0,4.172850608825684,content,gran
1035027.0,6.078779697418213,content,tesoro
1056195.0,3.122098684310913,function,di
1062810.0,33.001853942871094,content,dobloni
1103823.0,12.802996635437012,content,zecchini
1152774.0,12.193767547607422,content,fiorini
1191582.0,20.005107879638672,content,talleri
1223775.0,15.574858665466309,content,corone
1263465.0,4.854244232177734,function,e
1268757.0,7.234574794769287,content,altre
1287279.0,11.876945495605469,content,preziosissime
1332261.0,9.335894584655762,content,monete
1401864.0,6.009121894836426,function,Quando
1413405.0,6.561933994293213,function,ne
1420461.0,8.678894996643066,content,ebbero
1433691.0,8.10277271270752,function,tante
1470735.0,7.546139717102051,function,che
1475145.0,6.214211940765381,function,la
1482201.0,6.163856029510498,content,nave
1502760.0,13.006196022033691,function,quasi
