BEGIN,Zipf_freq,type_of_words,word
90405.0,6.584780852,function,i
97461.0,3.784209297,content,pirati
118629.0,1.792983221,content,smemorati
227556.0,6.166704172,function,c
232848.0,6.283626334,content,era
247401.0,6.801817508,function,una
255339.0,4.988467744,content,nave
267687.0,7.232814475,function,di
274302.0,3.784209297,content,pirati
312228.0,7.250456545,function,che
317520.0,6.553884221,function,si
326781.0,4.429220298,content,chiamava
345303.0,3.662214941,content,tonno
363825.0,3.533345911,content,feroce
411453.0,2.741151583,function,e
415863.0,2.287833243,content,navigava
437472.0,6.584780852,function,i
441882.0,3.669489726,content,mari
469224.0,5.643093149,content,facendo
491274.0,1.367014489,content,abbordaggi
570614.0,4.387927958,content,spara
586530.0,5.522856403,function,qua
598847.0,1.93128592,content,assalta
620046.0,7.232814475,function,di
628425.0,,function,là
647388.0,3.866243213,content,ruba
,7.004335738,function,a
665469.0,6.337855516,function,me
679140.0,4.351691792,content,rapina
,7.004335738,function,a
706041.0,6.290869614,function,te
734706.0,6.584780852,function,i
738234.0,3.784209297,content,pirati
754992.0,7.232814475,function,di
760284.0,5.939281839,function,quella
772632.0,4.988467744,content,nave
804825.0,5.06372027,function,agli
813645.0,4.740416943,content,ordini
831726.0,7.232814475,function,di
834813.0,,content,capitan
868329.0,,content,gigi
884646.0,,content,trinciasquali
948150.0,4.853444968,function,avevano
970641.0,3.145165739,content,accumulato
1012536.0,7.065833912,function,un
1021797.0,5.00500427,content,gran
1035027.0,5.475037998,content,tesoro
1056195.0,7.232814475,function,di
1062810.0,2.543105748,content,dobloni
1103823.0,1.96907448,content,zecchini
1152774.0,2.696073208,content,fiorini
1191582.0,2.381254928,content,talleri
1223775.0,3.286092581,content,corone
1263465.0,2.741151583,function,e
1268757.0,5.238314932,content,altre
1287279.0,1.792983221,content,preziosissime
1332261.0,3.907343964,content,monete
1401864.0,6.212844009,function,quando
1413405.0,6.201935117,function,ne
1420461.0,3.2981332,content,ebbero
1433691.0,4.828613049,function,tante
1470735.0,7.250456545,function,che
1475145.0,7.055331658,function,la
1482201.0,4.988467744,content,nave
1502760.0,5.341756394,function,quasi
1521891.0,2.120342156,content,affondava
1575252.0,7.039560886,function,il
1581867.0,5.179236879,content,capitano
1605240.0,4.869305017,content,disse
1642284.0,3.268291135,content,ciurma
1662129.0,4.49086613,content,ascoltate
1723428.0,5.985902456,function,noi
1732689.0,5.696846107,function,dobbiamo
1748565.0,5.066273927,content,mettere
1763559.0,6.335583043,function,al
1767528.0,3.9151991,content,riparo
1786491.0,7.039560886,function,il
1791342.0,5.601168865,function,nostro
1807659.0,5.475037998,content,tesoro
1861461.0,4.52366458,content,troviamo
1881844.0,7.065833912,function,un
1894536.0,4.597293065,content,isola
1922319.0,2.741151583,function,e
1923642.0,1.367014489,content,sotterriamolo
1958040.0,6.912435835,function,per
1968183.0,6.454992194,content,bene
2029923.0,5.484893151,content,bella
2043153.0,5.567345054,content,idea
2060352.0,5.179236879,content,capitano
2107539.0,2.03602127,content,gridarono
2130912.0,6.584780852,function,i
2135322.0,3.784209297,content,pirati
2196621.0,2.741151583,function,e
2200149.0,4.699385611,content,trovata
2223081.0,6.797274494,function,in
2230578.0,5.16145606,content,mezzo
2244249.0,6.335583043,function,al
2251305.0,4.729999329,content,mare
2268063.0,7.065833912,function,un
2274678.0,4.597293065,content,isola
2292759.0,7.232814475,function,di
2297610.0,5.30993154,content,terra
2311281.0,3.33393803,content,molle
2349207.0,5.855804847,function,vi
2356704.0,2.287833243,content,seppellirono
2386692.0,7.039560886,function,il
2392425.0,5.475037998,content,tesoro
2485917.0,5.853751865,function,poi
2495178.0,3.125421681,content,tornarono
2518110.0,6.797274494,function,in
2526048.0,5.36483757,content,giro
2543247.0,6.912435835,function,per
2550744.0,4.084962231,content,onde
2568825.0,2.741151583,function,e
2570148.0,3.135405902,content,orizzonti
2617335.0,7.004335738,function,a
2619981.0,4.635202294,content,sparare
2647323.0,2.741151583,function,e
2653497.0,2.689233784,content,abbordare
