TOKEN;BEGIN;ORT
0;90405;Il
1;99666;muratore
2;127890;della
3;141120;Valtellina
4;230202;Un
5;239022;giovane
6;253575;della
7;264600;Valtellina
8;321930;non
9;334278;trovando
10;355005;lavoro
11;371763;in
12;377937;patria
13;414099;emigrò
14;433062;in
15;439236;Germania
16;493479;e
17;501417;proprio
18;;a
19;523467;Berlino
20;553014;trovò
21;;un
22;584766;posto
23;614754;in
24;619605;un
25;628866;cantiere
26;658854;come
27;674289;muratore
28;751023;Mario
29;785421;così
30;801738;si
31;807030;chiamava
32;825111;il
33;832167;giovane
34;867888;ne
35;875164;fu
36;883323;molto
37;897876;contento
38;955206;lavorava
39;976815;sodo
40;1007685;mangiava
41;1028412;poco
42;1069866;e
43;1073835;quel
44;1088829;che
45;1092798;guadagnava
46;1138662;lo
47;1144395;metteva
48;1163799;da
49;1169091;parte
50;1187172;per
51;1192023;sposarsi
52;1289925;Un
53;1300068;giorno
54;1315062;però
55;1327851;mentre
56;1367100;si
57;1377243;stavano
58;1395765;gettando
59;1417815;le
60;1425753;fondamenta
61;1461033;di
62;1466325;un
63;1471617;palazzo
64;1495872;nuovo
65;1531593;un
66;1540854;ponte
67;1555407;crollò
68;1629054;Mario
69;1645371;cadde
70;1664334;nella
71;1676241;gettata
72;1696086;di
73;1702701;cemento
74;1718577;armato
75;1756503;morì
76;1788696;e
77;1793988;non
78;1803690;fu
79;1811628;possibile
80;1844703;recuperare
81;1878219;il
82;1884834;suo
83;1892331;corpo
84;1972152;Mario
85;1984941;era
86;1994202;morto
87;2031246;ma
88;2036097;non
89;2044035;sentiva
90;2062557;alcun
91;2081079;dolore
92;2142378;Era
93;2148993;chiuso
94;2171484;in
95;2177658;uno
96;2186037;dei
97;2195739;pilastri
98;;della
99;2231019;casa
100;2245572;in
101;2251305;costruzione
102;2318778;e
103;2324511;ci
104;2332449;stava
105;2345679;un
106;2350971;po
107;2359350;stretto
108;2388456;ma
109;;a
110;2411829;parte
111;2434761;questo
112;2458575;pensava
113;2485917;e
114;2488563;sentiva
115;2518551;come
116;2533986;prima
117;2635416;Quando
118;2649087;si
119;2658348;fu
120;2664522;abituato
121;2693628;alla
122;2701125;sua
123;2711268;nuova
124;2726703;situazione
125;2785797;poté
126;2799909;perfino
127;2819313;aprire
128;2840481;gli
129;2846655;occhi
130;2879289;e
131;2885463;guardare
132;2911923;la
133;2918097;casa
134;2950290;che
135;2955141;cresceva
136;2983365;intorno
137;;a
138;3006738;lui
139;3076857;Era
140;3083472;proprio
141;3102435;come
142;3112578;se
143;3124485;fosse
144;3140361;lui
145;3157119;a
146;3159324;reggere
147;3181374;il
148;3191076;peso
149;3209157;del
150;3216654;nuovo
151;3235176;edificio
152;3303090;e
153;3304413;questo
154;3336606;compensava
155;3366175;la
156;3370563;tristezza
157;3400551;di
158;;non
159;3411135;poter
160;3428334;più
161;3435390;dare
162;3448620;notizie
163;3471993;di
164;3479490;sé
165;3499335;a
166;3508596;casa
167;3527559;alla
168;3535056;povera
169;3551814;fidanzata
170;3647952;Nascosto
171;3673971;nel
172;3681909;muro
173;3717189;nel
174;3728214;cuore
175;3748500;del
176;3754674;muro
177;3792600;nessuno
178;3811563;poteva
179;3829203;vederlo
180;3878595;o
181;3885651;almeno
182;3902850;sospettare
183;3940335;che
184;3949816;fosse
185;3966795;lì
186;4010013;ma
187;4016187;questo
188;;a
189;4036914;Mario
190;4050585;non
191;4058964;importava
192;4136139;La
193;4142313;casa
194;4178475;crebbe
195;4212432;fino
196;4225221;al
197;4232277;tetto
