TOKEN;BEGIN;ORT
0;89082;La
1;97020;passeggiata
2;131859;di
3;135779;un
4;141561;distratto
5;233289;Mamma
6;268128;vado
7;280348;a
8;282681;fare
9;294147;una
10;299439;passeggiata
11;370881;Va
12;377937;pure
13;394695;Giovanni
14;434451;ma
15;440135;sta
16;449423;attento
17;473193;quando
18;485982;attraversi
19;512442;la
20;516411;strada
21;581238;Va
22;589176;bene
23;602847;mamma
24;639450;Ciao
25;650475;mamma
26;700308;Sei
27;715302;sempre
28;732060;tanto
29;749259;distratto
30;814086;Sì
31;833931;mamma
32;874503;Ciao
33;887292;mamma
34;947268;Giovannino
35;972846;esce
36;983871;allegramente
37;1037721;e
38;1044393;per
39;1049619;il
40;1056636;primo
41;1068543;tratto
42;1084419;di
43;1092798;strada
44;1113304;fa
45;1120140;bene
46;1132488;attenzione
47;1178352;Ogni
48;1188054;tanto
49;1202607;si
50;1213632;ferma
51;1229949;e
52;1232595;si
53;1243179;tocca
54;1293012;Ci
55;1301391;sono
56;1311093;tutto
57;1348578;Sì
58;1385181;e
59;1393119;ride
60;1405026;da
61;1410759;solo
62;1482201;È
63;1487493;così
64;1501164;contento
65;1530711;di
66;1536885;stare
67;1552761;attento
68;1599507;che
69;1604799;si
70;1614060;mette
71;1628172;a
72;1631700;saltellare
73;1665216;come
74;1677123;un
75;1680210;passero
76;1734453;ma
77;1744596;poi
78;1752534;s
79;1759149;incanta
80;;a
81;1790460;guardare
82;1816038;le
83;1822212;vetrine
84;1868958;le
85;1875573;macchine
86;1917909;le
87;1925406;nuvole
88;1974357;e
89;1980090;per
90;1988469;forza
91;2003463;cominciano
92;2026836;i
93;2028600;guai
94;2104011;Un
95;2112831;signore
96;2152962;molto
97;2171925;gentilmente
98;2228814;lo
99;2233224;rimprovera
100;2293641;Ma
101;2298492;che
102;2307312;distratto
103;2338182;sei
104;2375226;Vedi
105;2407419;Hai
106;2418003;già
107;2425500;perso
108;2444022;una
109;2448873;mano
110;2513700;Uh
111;2522961;è
112;2528694;proprio
113;2546334;VERO
114;2582937;Ma
115;2589552;che
116;2594844;distratto
117;2627037;sono
118;2693628;Si
119;2709063;mette
120;2724251;
121;2728467;cercare
122;2749635;la
123;2754486;mano
124;2794176;e
125;2796381;invece
126;2824605;trova
127;2837773;un
128;2843127;barattolo
129;2869587;vuoto
130;2928495;Sarà
131;2943234;proprio
