TOKEN;BEGIN;ORT
0;89523;Il
1;99666;paese
2;120834;dei
3;128331;cani
4;242991;C'
5;247842;era
6;257985;una
7;267246;volta
8;310464;uno
9;321489;strano
10;343539;piccolo
11;366471;paese
12;428652;Era
13;434826;composto
14;459963;in
15;467019;tutto
16;480690;di
17;;novantanove
18;517293;casette
19;571095;e
20;572418;ogni
21;582561;casetta
22;600201;aveva
23;614313;un
24;622251;giardinetto
25;651357;con
26;656649;un
27;665028;cancelletto
28;728091;e
29;730737;dietro
30;;il
31;753228;cancelletto
32;798210;un
33;807912;cane
34;817614;che
35;824356;abaiava
36;891702;Facciamo
37;;un
38;911547;esempio
39;979020;Fido
40;990927;era
41;998865;il
42;1004157;cane
43;1031499;della
44;1043847;casetta
45;1069425;numero
46;1083537;uno
47;1113966;e
48;1115730;ne
49;1121904;proteggeva
50;1148364;gelosamente
51;1177470;gli
52;1180998;abitanti
53;1240533;e
54;1246914;per
55;1252440;farlo
56;1268668;a
57;1270521;dovere
58;1300509;abaiava
59;1321677;con
60;1328733;impegno
61;1361808;ogni
62;1370628;volta
63;1386504;che
64;1390914;vedeva
65;1405467;passare
66;1429281;qualcuno
67;1456182;degli
68;1466766;abitanti
69;1510866;delle
70;1523214;altre
72;1541736;novantotto
73;1577898;casette
74;1629936;uomo
75;1650222;dona
76;1671390;o
77;1678005;bambino
78;1741068;Lo
79;1748124;stesso
80;1766205;facevano
81;1788255;gli
82;1792224;altri
83;;novantotto
84;1838529;cani
85;1879542;e
86;1884834;avevano
87;;un
88;1906884;gran
89;1916145;da
90;1921878;fare
91;1943487;ad
92;1948338;abaiare
93;1972152;di
94;1979649;giorno
95;1996848;e
96;1999053;di
97;2005227;notte
98;2041389;perché
99;2054178;c'
100;2059029;era
101;2065203;sempre
102;2082843;qualcuno
103;2105775;per
104;2111508;la
105;2117682;strada
106;2191329;A
107;2193093;forza
108;2211174;di
109;2218671;sentir
110;2234106;abaiare
112;2263653;i
113;2267622;cani
114;2302020;gli
115;2306540;abitanti
116;2325393;di
117;2329362;quel
118;2341269;paese
119;2372139;erano
120;2384046;diventati
121;2410065;tutti
122;2423295;un
123;2429910;po
124;2435643;sordi
125;2482830;e
126;2491650;tra
127;2495619;loro
128;2508849;parlavano
129;2529576;pochissimo
130;2601018;Del
131;2608074;resto
132;2637180;non
133;2642577;avevano
134;2659671;mai
135;2670696;avuto
136;2687454;grandi
137;2700684;cose
138;2717883;da
139;2724498;dire
140;2743902;e
141;2745225;da
142;;ascoltare
143;2826810;Pian
144;2842245;piano
145;2867823;a
146;2873556;starsene
147;2900898;sempre
148;2924712;zitti
149;2939939;e
150;2944742;immusoniti
151;2997918;disimpararono
152;3035844;anche
153;3053925;a
154;3059217;parlare
155;3134187;E
156;3135510;alla
157;3143007;fine
158;3154914;capitò
159;3201219;che
160;3207935;i
161;3211803;padroni
162;3229443;di
163;3235617;casa
164;3267369;si
165;3277512;misero
166;3298239;ad
167;3302649;abbaiare
168;3329109;come
169;3342339;i
170;3350277;loro
171;3361302;cani
172;3420396;Loro
173;3434067;forse
174;3451266;credevano
175;3475962;di
176;3481695;parlare
177;3526677;ma
178;3530205;quando
179;3541671;aprivano
180;3565926;bocca
181;3596355;si
182;3605616;udiva
183;;una
184;3629430;specie
185;3651480;di
186;3657654;bau
187;3670002;bau
188;3701313;che
189;3709251;faceva
190;3728214;venire
191;3747177;la
192;3753351;pelle
193;3765699;d
194;3771432;oca
195;3839346;E
196;3841551;così
197;3857427;abaiavano
198;3880800;i
199;3885210;cani
200;3915639;abaiavano
201;3945186;gli
202;3950919;uomini
203;3972969;e
204;3974292;le
205;3981348;donne
206;4019274;abaiavano
207;4047939;i
208;4051467;bambini
209;4072194;mentre
210;4088952;giocavano
211;4140549;le
212;4148928;novantanove
213;4179357;villette
214;4229895;sembravano
215;4255650;diventate
216;4282110;novantanove
217;4314303;canili
218;4383981;Però
219;4395006;erano
220;4410000;graziose
221;4469535;avevano
222;4488939;tendine
223;4512312;pulite
224;4533480;dietro
225;4549797;i
226;4552884;vetri
227;4596102;e
228;4599630;perfino
229;4624767;gerani
230;4653432;e
231;4660488;piantine
232;4686948;grasse
233;4709439;sui
234;4719141;balconi
235;4807782;Una
236;4819248;volta
237;4836006;capitò
238;4851882;da
239;4856292;quelle
240;4871286;parti
241;4892454;Giovanino
242;4915386;Perdigiorno
243;4974921;durante
244;4995207;uno
245;5008437;dei
246;5019021;suoi
247;5026959;famosi
248;5046363;viaggi
249;5122215;I
250;5125743;novantanove
251;5154849;cani
252;5183073;lo
253;5190129;accolsero
254;5219235;con
