TOKEN;BEGIN;ORT
1;89523;La
2;97020;guerra
3;117747;delle
4;128331;campane
5;213885;C'era
6;219618;era
7;228191;una
8;238140;volta
9;256512;una
10;264159;guerra
11;295470;una
12;306495;grande
13;324576;e
14;326340;terribile
15;356328;guerra
16;394254;che
17;404838;faceva
18;422478;morire
19;438354;molti
20;453789;soldati
21;475839;da
22;481876;una
23;489510;parte
24;515088;e
25;516852;dall'altra
26;528318;altra
27;581440;Noi
28;587853;stavamo
29;607698;di
30;612990;qua
31;636804;e
32;641655;i
33;643419;nostri
34;660177;nemici
35;678699;stavano
36;696316;di
37;702072;là
38;731178;e
39;737793;ci
40;742644;sparavamo
41;765659;addosso
42;788067;giorno
43;800569;e
44;804825;notte
45;857745;ma
46;861714;la
47;867447;guerra
48;882970;era
49;891702;tanto
50;909342;lunga
51;938007;che
52;943740;a
53;946827;un
54;949914;certo
55;964026;punto
56;977697;ci
57;982989;venne
58;994014;a
59;996933;mancare
60;1018710;il
61;1028412;bronzo
62;1043847;per
63;1047816;i
64;1053549;cannoni
65;1088829;non
66;1094562;avevamo
67;1115730;più
68;1125432;ferro
69;1140867;per
70;1146600;le
71;1152333;baionette
72;1183644;eccetera
73;1259496;Il
74;1264788;nostro
75;1281546;comandante
76;1326969;lo
77;1334907;Stragenerale
78;1367982;Bombone
79;1392237;Sparone
80;1419579;Pestafracassone
81;1485729;ordinò
82;1505133;di
83;1512189;tirar
84;1526742;giù
85;1534239;tutte
86;1549674;le
87;1555848;campane
88;1584072;dai
89;1593333;campanili
90;1642284;e
91;1648458;di
92;1656396;fonderle
93;1676682;tutte
94;1690979;insieme
95;1724751;per
96;1733791;fabbricare
97;1760472;un
98;1763559;grossissimo
99;1795311;cannone
100;1834560;uno
101;1847349;solo
102;1883511;ma
103;1890126;grosso
104;1904679;abbastanza
105;1933785;da
106;1939518;vincere
107;1958481;tutta
108;1973475;la
109;1979208;guerra
110;1999494;con
111;2015087;un
112;2018898;sol
113;2029041;colpo
114;2109303;A
115;2114595;sollevare
116;2137527;quel
117;2148111;cannone
118;2186919;ci
119;2192652;vollero
120;2212938;centomila
121;2241162;gru
122;2279529;per
123;2286144;trasportarlo
124;2319219;al
125;2326716;fronte
126;2355822;ci
127;2363319;vollero
128;2384046;novantasette
129;2425059;treni
130;2482389;Lo
131;2488563;Stragenerale
132;2518551;si
133;2526048;fregava
134;2541042;le
135;2545893;mani
136;2557359;per
137;2563092;la
138;2567943;contentezza
139;2605869;e
140;2608515;diceva
141;2650555;Quando
142;2660553;il
143;2664963;mio
144;2673783;cannone
145;2694510;sparerà
146;2732436;i
147;2734641;nemici
148;2752281;scapperanno
149;2786679;fin
150;2794617;sulla
151;2808288;luna
152;2866941;Ecco
153;2876643;il
154;2880171;gran
155;2892519;momento
156;2940588;Il
157;2947203;cannonissimo
158;2985570;era
