token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;la;il;DET;det;camicia;(ROOT (f3 (sn (DET La) (NOUN camicia) (spd (ADP di) (sn (DET l') (NOUN uomo))) (sa (ADJ contento) (PUNCT .)))));;7,055331658;function
2;0;camicia;camicia;NOUN;root;ROOT;(ROOT (f3 (sn (DET La) (NOUN camicia) (spd (ADP di) (sn (DET l') (NOUN uomo))) (sa (ADJ contento) (PUNCT .)))));5.04 ± 1.65;4,393139006;content
3;0;dell;di;ADP;case;uomo;(ROOT (f3 (sn (DET La) (NOUN camicia) (spd (ADP di) (sn (DET l') (NOUN uomo))) (sa (ADJ contento) (PUNCT .)))));;5,839380824;function
4;0;uomo;uomo;NOUN;nmod;camicia;(ROOT (f3 (sn (DET La) (NOUN camicia) (spd (ADP di) (sn (DET l') (NOUN uomo))) (sa (ADJ contento) (PUNCT .)))));4.12 ± 2.13;5,816544311;content
5;0;contento;contento;ADJ;amod;uomo;(ROOT (f3 (sn (DET La) (NOUN camicia) (spd (ADP di) (sn (DET l') (NOUN uomo))) (sa (ADJ contento) (PUNCT .)))));4.12 ± 3.55;4,744138531;content
6;1;un;uno;DET;det;Re;(ROOT (fc (f (sn (DET Un) (NOUN Re)) (ibar (VERB aveva)) (compc (sn (DET un) (NOUN figlio) (sa (ADJ unico))))) (CCONJ e) (f (ibar (PRON gli) (VERB voleva)) (compt (savv (ADV bene)) (fc (ADV come) (sp (ADP a) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET i) (sa (DET suoi)) (NOUN occhi) (PUNCT .))))))))));;7,065833912;function
7;1;re;re;NOUN;nsubj;aveva;(ROOT (fc (f (sn (DET Un) (NOUN Re)) (ibar (VERB aveva)) (compc (sn (DET un) (NOUN figlio) (sa (ADJ unico))))) (CCONJ e) (f (ibar (PRON gli) (VERB voleva)) (compt (savv (ADV bene)) (fc (ADV come) (sp (ADP a) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET i) (sa (DET suoi)) (NOUN occhi) (PUNCT .))))))))));4.24 ± 1.76;5,011715611;content
8;1;aveva;avere;VERB;root;ROOT;(ROOT (fc (f (sn (DET Un) (NOUN Re)) (ibar (VERB aveva)) (compc (sn (DET un) (NOUN figlio) (sa (ADJ unico))))) (CCONJ e) (f (ibar (PRON gli) (VERB voleva)) (compt (savv (ADV bene)) (fc (ADV come) (sp (ADP a) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET i) (sa (DET suoi)) (NOUN occhi) (PUNCT .))))))))));;5,632280537;content
9;1;un;uno;DET;det;figlio;(ROOT (fc (f (sn (DET Un) (NOUN Re)) (ibar (VERB aveva)) (compc (sn (DET un) (NOUN figlio) (sa (ADJ unico))))) (CCONJ e) (f (ibar (PRON gli) (VERB voleva)) (compt (savv (ADV bene)) (fc (ADV come) (sp (ADP a) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET i) (sa (DET suoi)) (NOUN occhi) (PUNCT .))))))))));;7,065833912;function
10;1;figlio;figlio;NOUN;obj;aveva;(ROOT (fc (f (sn (DET Un) (NOUN Re)) (ibar (VERB aveva)) (compc (sn (DET un) (NOUN figlio) (sa (ADJ unico))))) (CCONJ e) (f (ibar (PRON gli) (VERB voleva)) (compt (savv (ADV bene)) (fc (ADV come) (sp (ADP a) (sn (DET la) (NOUN luce) (spd (ADP di) (sn (DET i) (sa (DET suoi)) (NOUN occhi) (PUNCT .))))))))));3.92 ± 2.36;5,577484615;content
