token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;il;il;DET;det;paese;(ROOT (f3 (sn (DET Il) (NOUN paese)) (sp (ADP senza) (sn (NOUN punta) (PUNCT .)))));;7,039560886;function
2;0;paese;paese;NOUN;root;ROOT;(ROOT (f3 (sn (DET Il) (NOUN paese)) (sp (ADP senza) (sn (NOUN punta) (PUNCT .)))));;5,055196927;content
3;0;senza;senza;ADP;case;punta;(ROOT (f3 (sn (DET Il) (NOUN paese)) (sp (ADP senza) (sn (NOUN punta) (PUNCT .)))));;5,710022415;function
4;0;punta;punta;NOUN;nmod;paese;(ROOT (f3 (sn (DET Il) (NOUN paese)) (sp (ADP senza) (sn (NOUN punta) (PUNCT .)))));;4,335186004;content
5;1;giovannino;Giovannino;PROPN;nsubj;viaggiatore;(ROOT (f (sn (PROPN Giovannino) (PROPN Perdigiorno)) (ibar (AUX era)) (compc (sn (DET un) (sa (ADJ grande)) (NOUN viaggiatore))) (PUNCT .)));;;content
6;1;perdigiorno;Perdigiorno;PROPN;flat:name;Giovannino;(ROOT (f (sn (PROPN Giovannino) (PROPN Perdigiorno)) (ibar (AUX era)) (compc (sn (DET un) (sa (ADJ grande)) (NOUN viaggiatore))) (PUNCT .)));;2,458094958;content
7;1;era;essere;AUX;cop;viaggiatore;(ROOT (f (sn (PROPN Giovannino) (PROPN Perdigiorno)) (ibar (AUX era)) (compc (sn (DET un) (sa (ADJ grande)) (NOUN viaggiatore))) (PUNCT .)));;6,283626334;function
8;1;un;uno;DET;det;viaggiatore;(ROOT (f (sn (PROPN Giovannino) (PROPN Perdigiorno)) (ibar (AUX era)) (compc (sn (DET un) (sa (ADJ grande)) (NOUN viaggiatore))) (PUNCT .)));;7,065833912;function
9;1;grande;grande;ADJ;amod;viaggiatore;(ROOT (f (sn (PROPN Giovannino) (PROPN Perdigiorno)) (ibar (AUX era)) (compc (sn (DET un) (sa (ADJ grande)) (NOUN viaggiatore))) (PUNCT .)));4.64 ± 2.04;5,615282093;content
10;1;viaggiatore;viaggiatore;NOUN;root;ROOT;(ROOT (f (sn (PROPN Giovannino) (PROPN Perdigiorno)) (ibar (AUX era)) (compc (sn (DET un) (sa (ADJ grande)) (NOUN viaggiatore))) (PUNCT .)));;3,476480539;content
11;2;viaggia;viaggiare;VERB;root;ROOT;(ROOT (fc (f (ibar (coord (VERB Viaggia) (CCONJ e) (VERB viaggia)))) (PUNCT ,) (cp (sn (DET una) (NOUN volta)) (f (ibar (VERB capitò)) (compin (sp (ADP in) (sn (DET un) (NOUN paese) (f2 (ADV dove) (f (sn (DET gli) (NOUN spigoli) (spd (ADP di) (sn (DET le) (NOUN case)))) (ibar (AUX erano)) (compc (sa (ADJ rotondi)))))))))) (PUNCT ,) (CCONJ e) (f (sn (DET i) (NOUN tetti)) (ibar (ADV non) (VERB finivano)) (compin (sp (ADP a) (sn (NOUN punta))))) (CCONJ ma) (f3 (sp (ADP con) (sn (DET una) (NOUN gobba) (sa (ADJ dolcissima))))) (PUNCT .)));5.92 ± 3.11;3,72621735;content
12;2;e;e;CCONJ;cc;viaggia;(ROOT (fc (f (ibar (coord (VERB Viaggia) (CCONJ e) (VERB viaggia)))) (PUNCT ,) (cp (sn (DET una) (NOUN volta)) (f (ibar (VERB capitò)) (compin (sp (ADP in) (sn (DET un) (NOUN paese) (f2 (ADV dove) (f (sn (DET gli) (NOUN spigoli) (spd (ADP di) (sn (DET le) (NOUN case)))) (ibar (AUX erano)) (compc (sa (ADJ rotondi)))))))))) (PUNCT ,) (CCONJ e) (f (sn (DET i) (NOUN tetti)) (ibar (ADV non) (VERB finivano)) (compin (sp (ADP a) (sn (NOUN punta))))) (CCONJ ma) (f3 (sp (ADP con) (sn (DET una) (NOUN gobba) (sa (ADJ dolcissima))))) (PUNCT .)));;2,741151583;function
