BEGIN,entropy,word
103282.2,11.897998809814451,fatto
129918.6,4.868592739105225,è
226894.5,9.344521522521973,fatto
271435.5,3.149540662765503,è
290354.4,7.594644546508789,paperetta
396635.4,9.445097923278809,decisa
438265.8,5.658285617828369,tuffarsi
480425.4,6.048352718353272,stagno
579033.0,7.4270172119140625,anatra
636407.1,7.857988834381103,bordo
669614.4,4.056109428405762,specchio
695236.5,3.783191204071045,acqua
750934.7999999999,5.932199954986572,spiegò
798871.4999999999,4.254249095916748,pazienza
862640.1,7.420462608337402,vantaggi
896332.5,7.416969299316406,nuoto
996660.0,8.144783020019531,riuscì
1047683.7,5.586267471313477,convincerla
1118684.7,7.624797821044922,vedendo
1171913.4,7.875116348266602,buone
1209618.9,5.047366142272949,otteneva
1280355.3,7.768502712249756,decise
1409788.8,4.963923454284668,spingerla
1468089.0,6.514457702636719,acqua
1605284.1,5.691847801208496,successo
1682018.1,3.858201026916504,punto
1712535.3,1.265581727027893,anatra
1782477.9,4.871318817138672,indispettita
1802543.4,5.988891124725342,chiamò
1829664.9,5.890394687652588,aiuto
1907325.0,6.813497543334961,gatto
1928801.7,3.04296612739563,gatto
1952483.4,6.6804280281066895,spinse
1996583.4,1.7598899602890017,anatra
2032348.5,3.884535551071167,spingeva
2089105.2,2.92645001411438,paperetta
2209145.4,6.130655765533447,mosse
2244028.5,5.377528190612793,Chiamarono
2323276.2,4.494025707244873,cane
2358556.2,7.717665672302246,spinse
2416018.5,3.621240615844727,gatto
2459633.4,3.800862073898315,spingeva
2512509.3,0.9310076236724854,anatra
2552993.1,3.7674484252929688,spingeva
2613895.2,0.4076466262340545,paperetta
2642957.1,7.644255638122559,sembrava
2668050.0,6.537398338317871,incollata
2757308.4,4.5779709815979,terra
2828177.1,6.465320587158203,arrivò
2907998.1,5.602726459503174,tacchino
2936442.6,7.159316539764404,spinse
2990641.5,2.1155598163604736,cane
3030066.9,3.912890911102295,spingeva
3092556.6,1.9245785474777224,gatto
3134980.8,3.0412094593048096,spingeva
3192575.4,0.9064979553222656,anatra
3232353.6,3.39163589477539,spingeva
3305780.1,0.783149003982544,paperetta
3362669.1,0.8342469930648804,spostava
3455146.8,2.55226469039917,millimetro
3537084.6,3.315417766571045,sembrò
3624138.0,9.244123458862305,resistenza
3667841.1,6.789470672607422,venir
3739150.8,1.6479485034942627,tacchino
3769182.9,2.913758516311645,incominciò
3813679.8,4.740464210510254,urlare
3851870.4,7.590689659118652,lupo
3903379.2,2.733217000961304,lupo
3954799.8,4.530012130737305,tuffarono
4036781.7,2.8749301433563232,stagno
4173227.1,1.957790732383728,paperetta
4192807.5,4.617652416229248,rimase
4291679.699999999,3.509641647338867,posto
4334809.5,3.5255048274993896,anatra
4384995.300000001,4.942592620849609,gatto
4435666.199999999,2.494515895843506,cane
4489159.5,1.080915093421936,tacchino
4539389.399999999,3.9772756099700928,urlarono
4570744.5,5.329510688781738,Buttati
4583357.1,2.6737003326416016,è
4634910.0,4.812539577484131,lupo
4680377.1,1.9503356218338013,paperetta
4705381.8,5.967742919921875,vedeva
4791244.5,5.632074356079102,lupo
4796845.2,7.11152982711792,vedeva
4861187.1,7.751296043395996,animale
4888705.5,5.861120223999023,grosso
4898142.9,8.127396583557129,brutto
4958780.4,4.729803085327148,peloso
5010994.8,6.158562660217285,intenzioni
5159611.8,5.242478370666504,evidenti
5163448.5,5.024764537811279,spingerla
5255088.3,1.8716624975204468,acqua
5313741.3,5.933128356933594,fatto
5392989.0,4.714840888977051,momento
5438456.1,7.404191493988037,trovava
5456404.8,0.4058056175708771,stato
5498299.8,4.685033798217773,animo
5506326.0,4.675617694854736,ideale
5593070.7,5.329781532287598,bagnarsi
5617369.8,5.702699661254883,spiccò
5671304.1,8.128767013549805,gran
5674567.500000001,6.5865983963012695,salto
5694985.8,7.4510016441345215,andò
5731456.5,5.279087066650391,beccare
5757034.499999999,8.14355754852295,naso
5835885.3,4.737867832183838,lupo
5872311.899999999,5.158429145812988,mise
5952882.6,7.480321407318115,impegno
5955660.9,5.653478145599365,possibile
6009948.0,5.979984760284424,lupo
6020532.0,7.351128578186035,colto
6115523.4,3.772571563720703,sprovvista
6123020.399999999,5.69989013671875,ululando
6209059.499999999,4.952407360076904,ululando
6216027.3,7.221561431884766,fuggì
6307358.4,9.127485275268556,zampe
6312209.399999999,6.637234210968018,levate
6357676.5,3.230550765991211,anatra
6403849.199999999,4.085902214050293,gatto
6438070.8,3.156665802001953,cane
6525344.7,0.9348831176757812,tacchino
6536678.399999999,3.555542469024658,uscirono
6606444.600000001,2.328863382339477,stagno
6645869.999999999,7.672558307647705,mogi
6678548.100000001,5.161378383636475,mogi
6679871.100000001,6.938938140869141,grondanti
6726837.6,6.432045936584473,acqua
6840042.300000001,8.174300193786621,andarono
6901738.2,5.997233867645264,fatto
6908132.699999999,3.649665594100952,è
6973047.9,5.956095218658447,giornata
7045945.199999999,8.754972457885742,fatta
7050796.2,7.45984935760498,bella
7118754.3,6.953046798706055,sole
7120871.100000001,5.810161113739014,scaldava
7180229.7,5.956236839294434,aria
7275309.300000001,3.22216272354126,paperetta
7311074.399999999,4.896449089050293,sembrò
7379473.5,8.508862495422363,opportuno
7416517.500000001,7.195516109466553,farsi
7463307.6,7.509349822998047,bel
7477596.0,3.181587219238281,bagnetto
,2.179372549057007,stagno
