BEGIN,surprisal,type_of_words,word
87759.0,0.0,function,Il
103282.2,9.489461898803713,content,fatto
129918.6,30.35232925415039,content,è
216310.5,6.762876987457275,function,Il
226894.5,3.789275884628296,content,fatto
271435.5,0.7187305092811584,content,è
278094.6,0.903308928012848,function,che
283033.8,3.70461368560791,function,la
290354.4,26.306610107421875,content,paperetta
340407.9,3.922321557998657,function,non
352447.2,3.968513011932373,function,si
360958.5,6.212149620056152,function,era
371013.3,6.69666862487793,function,ancora
396635.4,9.493751525878906,content,decisa
431915.4,1.3847616910934448,function,a
438265.8,17.279626846313477,content,tuffarsi
468297.9,10.35902976989746,function,nello
480425.4,12.430900573730469,content,stagno
554910.3,14.69523811340332,function,Così
575372.7000000001,6.522028923034668,function,l'
579033.0,20.696985244750977,content,anatra
620354.7,9.842340469360352,function,sul
636407.1,10.457249641418455,content,bordo
659339.1,6.37621545791626,function,dello
669614.4,7.363102912902832,content,specchio
694442.7,5.486475944519043,function,d'
695236.5,1.6134263277053833,content,acqua
744496.2000000001,7.42514181137085,function,le
750934.7999999999,20.40614891052246,content,spiegò
786523.5,3.816117286682129,function,con
798871.4999999999,11.359172821044922,content,pazienza
856907.1000000001,6.645260810852051,function,i
862640.1,8.136505126953125,content,vantaggi
888703.2000000001,2.7484586238861084,function,del
896332.5,10.245227813720703,content,nuoto
979681.5,4.877542972564697,function,Ma
984664.8,3.8153698444366455,function,non
991456.2,7.0826849937438965,function,le
996660.0,13.643478393554688,content,riuscì
1013991.3,6.918034553527832,function,affatto
1040495.4,8.717195510864258,function,di
1047683.7,10.753500938415527,content,convincerla
1114362.9,9.42757797241211,function,e
1118684.7,8.571014404296875,content,vedendo
1148319.9,2.650620698928833,function,che
1155331.8,9.567205429077148,function,con
1161946.8,4.043561458587647,function,le
1171913.4,8.680856704711914,content,buone
1199608.2,13.098675727844238,function,non
1209618.9,15.455296516418455,content,otteneva
1231580.7,4.335744857788086,function,nulla
1280355.3,3.4675021171569824,content,decise
1310211.0,14.360987663269045,function,senz'
1366703.1,0.0037289201281964,function,altro
1375346.7,0.1961260288953781,function,di
1409788.8,17.107425689697266,content,spingerla
1416271.5,4.466587066650391,function,in
1468089.0,6.16877555847168,content,acqua
1485993.6,10.195621490478516,function,Senza
1503236.7,6.061981201171875,function,alcun
1605284.1,14.47235107421875,content,successo
1615427.1,20.70259666442871,function,A
1628172.0,3.617425203323364,function,quel
1682018.1,2.0569777488708496,content,punto
1686736.8,5.07015323638916,function,l'
1712535.3,0.3585171997547149,content,anatra
1782477.9,24.354692459106445,content,indispettita
1802543.4,11.25539207458496,content,chiamò
1808982.0,4.602530956268311,function,in
1829664.9,4.0842132568359375,content,aiuto
1837691.1,2.9273881912231445,function,il
1907325.0,15.178275108337402,content,gatto
1913631.3,3.4616310596466064,function,Il
1928801.7,0.4332365095615387,content,gatto
1952483.4,12.974725723266602,content,spinse
1954908.9,4.026547431945801,function,l'
