word,semantic_dissimilarity
Apocalisse,0.5696340799331665
Cara,0.4539228677749634
Franci,0.36830073595046997
ti,0.3413769006729126
scrivo,0.3821583390235901
per,0.40532273054122925
sapere,0.398612380027771
come,0.4658544063568115
stai,0.47224199771881104
tu,0.3714752197265625
e,0.32230550050735474
come,0.38215070962905884
stanno,0.4178469181060791
Eris,0.4508257210254669
e,0.3678573966026306
i,0.3460407853126526
vostri,0.40469735860824585
figli,0.4314284324645996
meravigliosi,0.3580946922302246
E,0.3701072931289673
poi,0.36442428827285767
volevo,0.38760119676589966
sapere,0.35421842336654663
se,0.36331260204315186
pure,0.4455450773239136
da,0.415641725063324
voi,0.36307376623153687
in,0.3653962016105652
Australia,0.4207189679145813
è,0.32360154390335083
arrivata,0.4204142689704895
l',0.36106735467910767
Apocalisse,0.3865949809551239
Manu,0.4253844618797302
dice,0.3574320673942566
che,0.3081289529800415
non,0.3511214256286621
è,0.3918144106864929
detto,0.45049142837524414
che,0.31731927394866943
sia,0.28690487146377563
arrivata,0.30086737871170044
pure,0.4199453592300415
laggiù,0.39676952362060547
voi,0.3535767197608948
siete,0.30906450748443604
in,0.34281569719314575
un,0.34976619482040405
altro,0.3619736433029175
emisfero,0.4581770598888397
e,0.34362274408340454
che,0.3037901520729065
l',0.32164013385772705
Australia,0.42569875717163086
è,0.23795318603515625
un,0.2710609436035156
Paese,0.3380212187767029
abbastanza,0.3887425661087036
vergine,0.38598835468292236
e,0.2917795181274414
che,0.2978477478027344
la,0.30169492959976196
gente,0.32369041442871094
lì,0.38426315784454346
non,0.268795907497406
può,0.31225907802581787
aver,0.33828574419021606
commesso,0.39119136333465576
lo,0.3287261128425598
stesso,0.4326619505882263
numero,0.39278316497802734
di,0.37824374437332153
peccati,0.3411540985107422
che,0.3834385275840759
da,0.4150955080986023
noi,0.38528749346733093
Secondo,0.4391475319862366
me,0.35799241065979004
non,0.2760666012763977
ci,0.33516591787338257
può,0.3289341330528259
essere,0.31670957803726196
un',0.31931057572364807
Apocalisse,0.38269302248954773
a,0.3413243889808655
metà,0.3717121481895447
E,0.3769713044166565
poi,0.3640921711921692
alla,0.3875177502632141
televisione,0.40817177295684814
dicevano,0.388400673866272
che,0.31808292865753174
era,0.3024080991744995
un,0.29070860147476196
problema,0.35306912660598755
globale,0.34589189291000366
Ma,0.338567316532135
vatti,0.5103226900100708
a,0.4317131042480469
fidare,0.39125680923461914
Comunque,0.35416316986083984
spero,0.405850350856781
che,0.36473703384399414
da,0.4199622869491577
voi,0.41068243980407715
non,0.37302732467651367
sia,0.34591424465179443
arrivata,0.40801602602005005
e,0.3223320245742798
abbia,0.3626960515975952
ragione,0.4449142813682556
Manu,0.3808755874633789
Da,0.46812206506729126
un,0.45286625623703003
paio,0.48750442266464233
d',0.42466750741004944
anni,0.40599721670150757
non,0.34562575817108154
si,0.3395318388938904
parlava,0.3811691403388977
d',0.38044288754463196
altro,0.47777003049850464
che,0.41118037700653076
dell',0.3212515115737915
Apocalisse,0.4301055371761322
che,0.37345683574676514
sarebbe,0.46039462089538574
arrivata,0.4087015986442566
e,0.3979000449180603
saremmo,0.42211371660232544
morti,0.45824170112609863
tutti,0.3761298954486847
Soprattutto,0.4613077640533447
gli,0.3332214951515198
esperti,0.3850661814212799
in,0.39950013160705566
televisione,0.3374296724796295
avevano,0.33240747451782227
ognuno,0.3642765283584595
una,0.34932243824005127
ricetta,0.32381099462509155
su,0.33600884675979614
come,0.414143443107605
sarebbe,0.40741682052612305
successo,0.350404292345047
Ma,0.34060829877853394
tutti,0.29282116889953613
concordavano,0.3763444721698761
su,0.3279038667678833
'sta,0.512576162815094
storia,0.3644857406616211
dei,0.3645210862159729
cavalli,0.433444082736969
