token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;le;il;DET;det;precauzioni;(ROOT (f3 (sn (DET Le) (NOUN precauzioni) (sa (ADJ inutili)) (sp (ADP contro) (sn (DET le) (NOUN frodi)))) (PUNCT .)));;6,624997683;function
2;0;precauzioni;precauzione;NOUN;root;ROOT;(ROOT (f3 (sn (DET Le) (NOUN precauzioni) (sa (ADJ inutili)) (sp (ADP contro) (sn (DET le) (NOUN frodi)))) (PUNCT .)));;3,505843286;content
3;0;inutili;inutile;ADJ;amod;precauzioni;(ROOT (f3 (sn (DET Le) (NOUN precauzioni) (sa (ADJ inutili)) (sp (ADP contro) (sn (DET le) (NOUN frodi)))) (PUNCT .)));6.60 ± 1.73;3,906508782;content
4;0;contro;contro;ADP;case;frodi;(ROOT (f3 (sn (DET Le) (NOUN precauzioni) (sa (ADJ inutili)) (sp (ADP contro) (sn (DET le) (NOUN frodi)))) (PUNCT .)));;5,323807009;function
5;0;le;il;DET;det;frodi;(ROOT (f3 (sn (DET Le) (NOUN precauzioni) (sa (ADJ inutili)) (sp (ADP contro) (sn (DET le) (NOUN frodi)))) (PUNCT .)));;6,624997683;function
6;0;frodi;frode;NOUN;nmod;precauzioni;(ROOT (f3 (sn (DET Le) (NOUN precauzioni) (sa (ADJ inutili)) (sp (ADP contro) (sn (DET le) (NOUN frodi)))) (PUNCT .)));;2,919277012;content
7;1;leo;Leo;PROPN;nsubj;entrò;(ROOT (cp (sn (PROPN Leo) (PROPN Bussi) (fp (PUNCT ,) (sn (NOUN piazzista) (spd (ADP d') (sn (NOUN anni) (sn (NUM 30))))) (PUNCT ,))) (f (ibar (VERB entrò)) (compin (sp (ADP in) (sn (DET la) (NOUN succursale) (sn (NOUN n.) (sa (NUM 7))) (spd (ADP di) (sn (DET il) (PROPN Credito) (PROPN Nazionale))))) (sp (ADP per) (sv2 (VERB riscuotere) (compt (sn (DET un) (NOUN assegno) (sa (ADJ circolare)) (spd (ADP di) (sn (NUM 4000) (NOUN lire))))))))) (PUNCT .)));;1,668044485;content
8;1;bussi;Bussi;PROPN;flat:name;Leo;(ROOT (cp (sn (PROPN Leo) (PROPN Bussi) (fp (PUNCT ,) (sn (NOUN piazzista) (spd (ADP d') (sn (NOUN anni) (sn (NUM 30))))) (PUNCT ,))) (f (ibar (VERB entrò)) (compin (sp (ADP in) (sn (DET la) (NOUN succursale) (sn (NOUN n.) (sa (NUM 7))) (spd (ADP di) (sn (DET il) (PROPN Credito) (PROPN Nazionale))))) (sp (ADP per) (sv2 (VERB riscuotere) (compt (sn (DET un) (NOUN assegno) (sa (ADJ circolare)) (spd (ADP di) (sn (NUM 4000) (NOUN lire))))))))) (PUNCT .)));;3,05424609;content
9;1;piazzista;piazzista;NOUN;appos;Leo;(ROOT (cp (sn (PROPN Leo) (PROPN Bussi) (fp (PUNCT ,) (sn (NOUN piazzista) (spd (ADP d') (sn (NOUN anni) (sn (NUM 30))))) (PUNCT ,))) (f (ibar (VERB entrò)) (compin (sp (ADP in) (sn (DET la) (NOUN succursale) (sn (NOUN n.) (sa (NUM 7))) (spd (ADP di) (sn (DET il) (PROPN Credito) (PROPN Nazionale))))) (sp (ADP per) (sv2 (VERB riscuotere) (compt (sn (DET un) (NOUN assegno) (sa (ADJ circolare)) (spd (ADP di) (sn (NUM 4000) (NOUN lire))))))))) (PUNCT .)));;2,145165739;content
10;1;d;di;ADP;case;anni;(ROOT (cp (sn (PROPN Leo) (PROPN Bussi) (fp (PUNCT ,) (sn (NOUN piazzista) (spd (ADP d') (sn (NOUN anni) (sn (NUM 30))))) (PUNCT ,))) (f (ibar (VERB entrò)) (compin (sp (ADP in) (sn (DET la) (NOUN succursale) (sn (NOUN n.) (sa (NUM 7))) (spd (ADP di) (sn (DET il) (PROPN Credito) (PROPN Nazionale))))) (sp (ADP per) (sv2 (VERB riscuotere) (compt (sn (DET un) (NOUN assegno) (sa (ADJ circolare)) (spd (ADP di) (sn (NUM 4000) (NOUN lire))))))))) (PUNCT .)));;5,87641417;function
11;1;anni;anno;NOUN;nmod;piazzista;(ROOT (cp (sn (PROPN Leo) (PROPN Bussi) (fp (PUNCT ,) (sn (NOUN piazzista) (spd (ADP d') (sn (NOUN anni) (sn (NUM 30))))) (PUNCT ,))) (f (ibar (VERB entrò)) (compin (sp (ADP in) (sn (DET la) (NOUN succursale) (sn (NOUN n.) (sa (NUM 7))) (spd (ADP di) (sn (DET il) (PROPN Credito) (PROPN Nazionale))))) (sp (ADP per) (sv2 (VERB riscuotere) (compt (sn (DET un) (NOUN assegno) (sa (ADJ circolare)) (spd (ADP di) (sn (NUM 4000) (NOUN lire))))))))) (PUNCT .)));3.84 ± 2.12;5,860848812;content
12;1;30;30;NUM;nummod;anni;(ROOT (cp (sn (PROPN Leo) (PROPN Bussi) (fp (PUNCT ,) (sn (NOUN piazzista) (spd (ADP d') (sn (NOUN anni) (sn (NUM 30))))) (PUNCT ,))) (f (ibar (VERB entrò)) (compin (sp (ADP in) (sn (DET la) (NOUN succursale) (sn (NOUN n.) (sa (NUM 7))) (spd (ADP di) (sn (DET il) (PROPN Credito) (PROPN Nazionale))))) (sp (ADP per) (sv2 (VERB riscuotere) (compt (sn (DET un) (NOUN assegno) (sa (ADJ circolare)) (spd (ADP di) (sn (NUM 4000) (NOUN lire))))))))) (PUNCT .)));;4,322496913;NaN
