token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;il;il;DET;det;paese;(ROOT (f3 (sn (DET Il) (NOUN paese) (spd (ADP di) (sn (DET i) (NOUN cani) (PUNCT .))))));;7,039560886;function
2;0;paese;paese;NOUN;root;ROOT;(ROOT (f3 (sn (DET Il) (NOUN paese) (spd (ADP di) (sn (DET i) (NOUN cani) (PUNCT .))))));;5,055196927;content
3;0;dei;di;ADP;case;cani;(ROOT (f3 (sn (DET Il) (NOUN paese) (spd (ADP di) (sn (DET i) (NOUN cani) (PUNCT .))))));;6,108229139;function
4;0;cani;cane;NOUN;nmod;paese;(ROOT (f3 (sn (DET Il) (NOUN paese) (spd (ADP di) (sn (DET i) (NOUN cani) (PUNCT .))))));2.76 ± 1.23;4,594472684;content
5;1;c;ci;PRON;expl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET uno) (sa (ADJ strano)) (sa (ADJ piccolo)) (NOUN paese))) (PUNCT .)));;6,166704172;function
6;1;era;essere;VERB;root;ROOT;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET uno) (sa (ADJ strano)) (sa (ADJ piccolo)) (NOUN paese))) (PUNCT .)));;6,283626334;content
7;1;una;uno;DET;det;volta;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET uno) (sa (ADJ strano)) (sa (ADJ piccolo)) (NOUN paese))) (PUNCT .)));;6,801817508;function
8;1;volta;volta;NOUN;obl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET uno) (sa (ADJ strano)) (sa (ADJ piccolo)) (NOUN paese))) (PUNCT .)));;5,820011577;content
9;1;uno;uno;DET;det;paese;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET uno) (sa (ADJ strano)) (sa (ADJ piccolo)) (NOUN paese))) (PUNCT .)));;6,015055575;function
10;1;strano;strano;ADJ;amod;paese;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET uno) (sa (ADJ strano)) (sa (ADJ piccolo)) (NOUN paese))) (PUNCT .)));5.88 ± 2.11;5,190553923;content
11;1;piccolo;piccolo;ADJ;amod;paese;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET uno) (sa (ADJ strano)) (sa (ADJ piccolo)) (NOUN paese))) (PUNCT .)));4.12 ± 3.18;5,291431625;content
12;1;paese;paese;NOUN;nsubj;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET uno) (sa (ADJ strano)) (sa (ADJ piccolo)) (NOUN paese))) (PUNCT .)));;5,055196927;content
