BEGIN,Zipf_freq,type_of_words,word
88465.0,7.039560886,function,il
104782.0,5.291431625,content,piccolo
130051.0,3.818289087,content,ragno
174283.0,2.660745246,content,tesse
210092.0,2.741151583,function,e
221779.0,2.829412487,content,tace
314257.0,3.270104476,content,splende
348390.0,7.039560886,function,il
361047.0,4.889371768,content,sole
384199.0,2.741151583,function,e
388080.0,3.614169104,content,soffia
415025.0,7.039560886,function,il
422875.0,4.536100847,content,vento
472576.0,3.614169104,content,soffia
497845.0,6.015979163,function,già
508076.0,7.232814475,function,di
515573.0,5.376096942,content,buon
528803.0,4.473771833,content,mattino
578945.0,2.741151583,function,e
584501.0,5.473918988,content,porta
608007.0,6.620271703,function,con
616253.0,4.255006666,function,sé
636804.0,5.153505635,function,sopra
655899.0,6.584780852,function,i
659604.0,4.200161601,content,campi
692061.0,7.039560886,function,il
706614.0,5.291431625,content,piccolo
732810.0,3.818289087,content,ragno
808309.0,6.620271703,function,con
813733.0,6.640107629,function,l
819202.0,2.421372151,content,argenteo
855143.0,4.325578372,content,filo
874371.0,3.863021088,content,sottile
924601.0,7.039560886,function,il
937169.0,5.291431625,content,piccolo
956794.0,3.818289087,content,ragno
989780.0,4.524571987,content,rimane
1015976.0,2.834375907,content,impigliato
1111188.0,5.034249462,function,fra
1075423.0,6.584780852,function,i
1082876.0,3.199523402,content,pali
1101574.0,7.232814475,function,di
1104573.0,7.065833912,function,un
1109380.0,3.691982492,content,recinto
1185761.0,2.741151583,function,e
1194845.0,4.545415831,content,comincia
1225980.0,5.515761062,function,subito
1267743.0,7.004335738,function,a
1279076.0,3.224346986,content,tessere
1301700.0,7.055331658,function,la
1307609.0,6.022524285,function,sua
1322030.0,3.550758712,content,tela
1403527.0,4.940504965,content,arriva
1423989.0,7.039560886,function,il
1432456.0,4.765822219,content,cavallo
1482598.0,2.741151583,function,e
1486214.0,6.227520191,function,gli
1494020.0,5.609257672,content,dice
1523831.0,1.367014489,function,hiii
1561978.0,1.367014489,function,hiii
1619087.0,5.995743909,function,vuoi
1627334.0,5.41855288,content,venire
1648370.0,7.004335738,function,a
1654412.0,3.648805127,content,cavalcare
1686031.0,7.039560886,function,il
1742082.0,5.291431625,content,piccolo
1762589.0,3.818289087,content,ragno
1798751.0,2.660745246,content,tesse
1819919.0,2.741151583,function,e
1828210.0,2.829412487,content,tace
1912176.0,4.940504965,content,arriva
1937004.0,7.055331658,function,la
1942473.0,3.952851068,content,mucca
1995790.0,2.741151583,function,e
1998524.0,6.227520191,function,gli
2007300.0,5.609257672,content,dice
2044256.0,1.491953226,function,mu
2104452.0,1.491953226,function,mu
2160944.0,5.995743909,function,vuoi
2168706.0,5.112999615,content,mangiare
2194416.0,7.065833912,function,un
2203412.0,4.399095757,function,po
2209234.0,7.232814475,function,di
2214482.0,3.374193074,content,fieno
2231857.0,2.741151583,function,e
2239839.0,7.232814475,function,di
2243367.0,3.340142343,content,avena
2305063.0,7.039560886,function,il
2316529.0,5.291431625,content,piccolo
2333243.0,3.818289087,content,ragno
2379636.0,2.660745246,content,tesse
2415842.0,2.741151583,function,e
2427617.0,2.829412487,content,tace
2507261.0,4.940504965,content,arriva
2529003.0,7.055331658,function,la
2530855.0,3.645005501,content,pecora
2578483.0,2.741151583,function,e
2580600.0,6.227520191,function,gli
2590831.0,5.609257672,content,dice
2626596.0,,function,bee
2666066.0,,content,bee
2704256.0,5.868904099,content,andiamo
2729746.0,5.500638545,function,insieme
2752502.0,6.912435835,function,per
2763218.0,3.112609706,content,prati
2823811.0,7.039560886,function,il
2835277.0,5.291431625,content,piccolo
2861825.0,3.818289087,content,ragno
2884978.0,2.660745246,content,tesse
2905132.0,2.741151583,function,e
2913555.0,2.829412487,content,tace
2995978.0,4.940504965,content,arriva
3014808.0,7.055331658,function,la
3023540.0,3.85226257,content,capra
3069536.0,2.741151583,function,e
3071168.0,6.227520191,function,gli
3082237.0,5.609257672,content,dice
3117341.0,,function,mee
3155002.0,,function,mee
3206246.0,5.388300287,content,facciamo
3230678.0,6.108444494,function,chi
3237734.0,4.385576302,content,salta
3256124.0,7.232814475,function,di
3262783.0,6.382555861,function,più
3313718.0,7.039560886,function,il
3324434.0,5.291431625,content,piccolo
3347146.0,3.818289087,content,ragno
3387630.0,2.660745246,content,tesse
3421499.0,2.741151583,function,e
3432568.0,2.829412487,content,tace
3508464.0,4.940504965,content,arriva
3530337.0,7.039560886,function,il
3535806.0,4.362357131,content,maiale
3581758.0,2.741151583,function,e
3584448.0,6.227520191,function,gli
3594591.0,5.609257672,content,dice
3624182.0,,content,gronf
3662902.0,,content,gronf
3709472.0,5.965637226,function,perché
3726671.0,7.259198169,function,non
3735402.0,5.868904099,content,andiamo
3761289.0,7.004335738,function,a
3796128.0,1.93128592,content,rotolarci
3804551.0,6.069364593,function,nel
3855663.0,3.865325043,content,prato
3863998.0,7.039560886,function,il
3882961.0,5.291431625,content,piccolo
3905276.0,3.818289087,content,ragno
3939541.0,2.660745246,content,tesse
3951448.0,2.741151583,function,e
4023596.0,2.829412487,content,tace
4040883.0,4.940504965,content,arriva
4052922.0,7.039560886,function,il
4102447.0,5.020066123,content,cane
4105181.0,2.741151583,function,e
4114574.0,6.227520191,function,gli
4144077.0,5.609257672,content,dice
4170096.0,2.25162107,function,bau
4225883.0,2.25162107,function,bau
4267204.0,5.596576886,content,vieni
4272320.0,7.250456545,function,che
4288240.0,5.868904099,content,andiamo
4292782.0,7.004335738,function,a
4309893.0,4.781987837,content,caccia
4319154.0,6.41186379,function,del
4374279.0,4.503840711,content,gatto
4383628.0,7.039560886,function,il
4404488.0,5.291431625,content,piccolo
4424774.0,3.818289087,content,ragno
4465478.0,2.660745246,content,tesse
4475841.0,2.741151583,function,e
4549709.0,2.829412487,content,tace
4568275.0,4.940504965,content,arriva
4574934.0,7.039560886,function,il
4609112.0,4.503840711,content,gatto
4612199.0,2.741151583,function,e
4623753.0,6.227520191,function,gli
4659121.0,5.609257672,content,dice
4697091.0,,function,mao
4744587.0,,function,mao
4750981.0,6.583110863,function,se
4776162.0,3.520321109,content,andassimo
4777926.0,7.004335738,function,a
4794243.0,4.836738348,content,farci
4802755.0,7.065833912,function,un
4865156.0,3.63574843,content,pisolino
4875564.0,7.039560886,function,il
4895321.0,5.291431625,content,piccolo
4920017.0,3.818289087,content,ragno
4940744.0,2.660745246,content,tesse
4949608.0,2.741151583,function,e
5016772.0,2.829412487,content,tace
5035426.0,4.940504965,content,arriva
5038425.0,6.640107629,function,l
5075513.0,3.698104207,content,anatra
5078732.0,2.741151583,function,e
5087817.0,6.227520191,function,gli
5113880.0,5.609257672,content,dice
5131608.0,5.522856403,function,qua
5176987.0,5.522856403,function,qua
5193525.0,5.596576886,content,vieni
5198993.0,6.620271703,function,con
5204770.0,6.337855516,function,me
5207901.0,7.004335738,function,a
5266025.0,4.126178512,content,nuotare
5277756.0,7.039560886,function,il
5300820.0,5.291431625,content,piccolo
5338526.0,3.818289087,content,ragno
5344523.0,6.684018637,function,ha
5369087.0,4.553782533,content,smesso
5375922.0,7.232814475,function,di
5431929.0,3.224346986,content,tessere
5435546.0,7.055331658,function,la
5461476.0,3.110001322,content,ragnatela
5469062.0,7.249521761,function,è
5542003.0,4.917324392,content,pronta
5556776.0,6.072527547,function,allora
5573093.0,4.940504965,content,arriva
5582575.0,7.039560886,function,il
5622353.0,3.601700463,content,gallo
5625837.0,2.741151583,function,e
5633996.0,6.227520191,function,gli
5671833.0,5.609257672,content,dice
5733794.0,,content,chiccirichi
5749670.0,5.965637226,function,perché
5758137.0,7.259198169,function,non
5777012.0,5.868904099,content,andiamo
5818863.0,4.446678017,function,assieme
5824728.0,5.934389877,function,ad
5856127.0,2.911082533,content,acchiappare
5861816.0,6.624997683,function,le
5941064.0,3.732502474,content,mosche
5953103.0,7.039560886,function,il
5977402.0,5.291431625,content,piccolo
5999981.0,3.818289087,content,ragno
6025030.0,2.829412487,content,tace
6065294.0,2.741151583,function,e
6104498.0,,,…
6109173.0,3.232315915,content,zac
6119007.0,6.684018637,function,ha
6148951.0,6.015979163,function,già
6157904.0,2.781987837,content,acchiappato
6230404.0,6.801817508,function,una
6252630.0,1.491953226,content,mosca
6275121.0,6.072527547,function,allora
6282266.0,4.940504965,content,arriva
6325351.0,7.055331658,function,la
6333245.0,3.173194463,content,civetta
6360852.0,2.741151583,function,e
6413816.0,5.609257672,content,dice
6418799.0,,function,uhuu
6423209.0,6.108444494,function,chi
6453329.0,6.684018637,function,ha
6466427.0,6.237129549,content,fatto
6478996.0,5.939281839,function,quella
6560448.0,5.484893151,content,bella
6564241.0,3.110001322,content,ragnatela
6575266.0,2.741151583,function,e
6595993.0,7.039560886,function,il
6615309.0,5.291431625,content,piccolo
6668141.0,3.818289087,content,ragno
6684149.0,2.829412487,content,tace
6696497.0,4.289566956,content,dorme
6699804.0,6.015979163,function,già
6710521.0,6.577812618,function,da
6755459.0,7.065833912,function,un
6760751.0,4.399095757,function,po
6779625.0,7.249521761,function,è
6793517.0,5.783216598,function,stata
6810495.0,6.801817508,function,una
6838719.0,4.766572845,content,dura
6842732.0,5.003101004,content,giornata
,7.232814475,function,di
,5.810397445,content,lavoro
