BEGIN,semantic_dissimilarity,word
104782.0,0.2184290885925293,piccolo
130051.0,0.6541266441345215,ragno
174283.0,0.4518773555755615,tesse
221779.0,0.352527379989624,tace
314257.0,0.4529895782470703,Splende
361047.0,0.3269259929656982,sole
388080.0,0.2613685727119446,soffia
422875.0,0.3098966777324676,vento
472576.0,0.3329707682132721,Soffia
515573.0,0.4695836901664734,buon
528803.0,0.422842800617218,mattino
584501.0,0.3450724482536316,porta
659604.0,0.4068717956542969,campi
706614.0,0.3908224701881408,piccolo
732810.0,0.3804934918880462,ragno
819202.0,0.4203082025051117,argenteo
855143.0,0.3508594036102295,filo
874371.0,0.3631088137626648,sottile
937169.0,0.3076918125152588,piccolo
956794.0,0.3315198123455047,ragno
989780.0,0.3231614232063293,rimane
1015976.0,0.3950977623462677,impigliato
1082876.0,0.3743618130683899,pali
1109380.0,0.4112689197063446,recinto
1194845.0,0.3975193500518799,comincia
1279076.0,0.3667327761650085,tessere
1322030.0,0.3656332492828369,tela
1403527.0,0.4562774896621704,Arriva
1432456.0,0.3636511564254761,cavallo
1494020.0,0.396875649690628,dice
1627334.0,0.3953940868377685,venire
1654412.0,0.4396246373653412,cavalcare
1742082.0,0.4274101853370666,piccolo
1762589.0,0.4457896649837494,ragno
1798751.0,0.5193328857421875,tesse
1828210.0,0.3948665559291839,tace
1912176.0,0.4190249443054199,Arriva
1942473.0,0.3996800780296325,mucca
2007300.0,0.4172550141811371,dice
2168706.0,0.3940451741218567,mangiare
2214482.0,0.4255499839782715,fieno
2243367.0,0.3841113150119781,avena
2316529.0,0.4658339023590088,piccolo
2333243.0,0.4550690650939941,ragno
2379636.0,0.5469833016395569,tesse
2427617.0,0.4263592660427093,tace
2507261.0,0.476263165473938,Arriva
2530855.0,0.4161194562911987,pecora
2590831.0,0.3988242149353027,dice
2666066.0,0.4346555173397064,Bee
2704256.0,0.4381994605064392,Andiamo
2763218.0,0.4754220843315124,prati
2835277.0,0.4111797213554382,piccolo
2861825.0,0.4405342638492584,ragno
2884978.0,0.4902576804161072,tesse
2913555.0,0.3911407887935638,tace
2995978.0,0.4229230880737304,Arriva
3023540.0,0.4221388101577759,capra
3082237.0,0.3938432335853576,dice
3206246.0,0.4726304411888122,Facciamo
3237734.0,0.4420952796936035,salta
3324434.0,0.4467257261276245,piccolo
3347146.0,0.4568685889244079,ragno
3387630.0,0.490918219089508,tesse
3432568.0,0.3958859741687774,tace
3508464.0,0.4357897043228149,Arriva
3535806.0,0.4094600677490234,maiale
3594591.0,0.3952503800392151,dice
3624182.0,0.515421986579895,Gronf
3662902.0,0.4263949394226074,Gronf
3735402.0,0.3852852582931518,andiamo
3796128.0,0.4146744012832641,rotolarci
3855663.0,0.431905061006546,prato
3882961.0,0.4839578866958618,piccolo
3905276.0,0.4524782001972198,ragno
3939541.0,0.5096676349639893,tesse
4023596.0,0.3776774108409881,tace
4040883.0,0.4350019693374634,Arriva
4102447.0,0.4032865762710571,cane
4144077.0,0.3990933001041412,dice
4267204.0,0.4154752790927887,Vieni
4288240.0,0.3736755847930908,andiamo
4309893.0,0.4584585428237915,caccia
4374279.0,0.4047063589096069,gatto
4404488.0,0.4321663379669189,piccolo
4424774.0,0.4402182102203369,ragno
4465478.0,0.5197052955627441,tesse
4549709.0,0.3875339031219482,tace
4568275.0,0.4122270345687866,Arriva
4609112.0,0.3516809344291687,gatto
4659121.0,0.4023287296295166,dice
4776162.0,0.452789843082428,andassimo
4794243.0,0.4046792387962341,farci
4865156.0,0.4396867454051971,pisolino
4895321.0,0.4616404175758362,piccolo
4920017.0,0.4626182913780212,ragno
4940744.0,0.5221017599105835,tesse
5016772.0,0.4011924564838409,tace
5035426.0,0.435329258441925,Arriva
5075513.0,0.4575472474098205,anatra
5113880.0,0.39093878865242,dice
5193525.0,0.429638922214508,Vieni
5266025.0,0.4190498888492584,nuotare
5300820.0,0.4437982439994812,piccolo
5338526.0,0.4302823841571808,ragno
5369087.0,0.4498569369316101,smesso
5431929.0,0.4158111810684204,tessere
5461476.0,0.4605976045131683,ragnatela
5542003.0,0.3724442720413208,pronta
5573093.0,0.4031735062599182,arriva
5622353.0,0.4332849085330963,gallo
5671833.0,0.3902215659618377,dice
5733794.0,0.5095104575157166,Chiccirichi
5777012.0,0.3659630417823791,andiamo
5856127.0,0.3808363974094391,acchiappare
5941064.0,0.4159859418869018,mosche
5977402.0,0.4125469326972961,piccolo
5999981.0,0.4289535582065582,ragno
6025030.0,0.4156951010227203,tace
6109173.0,0.3408741354942322,Ha
6157904.0,0.2845309972763061,una
6252630.0,0.3985133171081543,Allora
6282266.0,0.2805625200271606,la
6333245.0,0.3212471008300781,e
6413816.0,0.5050466656684875,Uhuu
6466427.0,0.4081201553344726,quella
6560448.0,0.4312472939491272,ragnatela
6564241.0,0.4377931356430053,E
6615309.0,0.3978135585784912,ragno
6668141.0,0.4354723989963531,tace
6684149.0,0.4243514537811279,dorme
6696497.0,0.4350334405899048,già
6838719.0,0.3488123416900635,giornata
6842732.0,0.3625710606575012,di
,,
