BEGIN,surprisal,type_of_words,word
88465.0,0.0,function,Il
104782.0,10.878646850585938,content,piccolo
130051.0,11.908421516418455,content,ragno
174283.0,21.69859313964844,content,tesse
210092.0,7.053494930267334,function,e
221779.0,19.513126373291016,content,tace
314257.0,18.671295166015625,content,Splende
348390.0,3.3902299404144287,function,il
361047.0,6.731357574462891,content,sole
384199.0,2.714844226837158,function,e
388080.0,10.765212059020996,content,soffia
415025.0,3.2635960578918457,function,il
422875.0,3.609231948852539,content,vento
472576.0,13.42973804473877,content,Soffia
497845.0,13.322031021118164,function,già
508076.0,6.989038467407227,function,di
515573.0,11.114520072937012,content,buon
528803.0,0.8584107160568237,content,mattino
578945.0,2.3133087158203125,function,e
584501.0,8.982494354248047,content,porta
608007.0,5.7895097732543945,function,con
616253.0,0.5678201913833618,function,sé
636804.0,12.168039321899414,function,sopra
655899.0,4.489697456359863,function,i
659604.0,5.675784587860107,content,campi
692061.0,7.817922592163086,function,il
706614.0,7.439202308654785,content,piccolo
732810.0,2.6262872219085693,content,ragno
808309.0,7.174839019775391,function,Con
813733.0,3.763796091079712,function,l'
819202.0,13.935911178588867,content,argenteo
855143.0,12.913822174072266,content,filo
874371.0,8.028079986572266,content,sottile
924601.0,5.961323261260986,function,il
937169.0,0.9142540097236632,content,piccolo
956794.0,0.0870775803923606,content,ragno
989780.0,8.745841026306152,content,rimane
1015976.0,8.505510330200195,content,impigliato
1111188.0,7.923181533813477,function,fra
1075423.0,2.007509708404541,function,i
1082876.0,7.36907958984375,content,pali
1101574.0,2.989558696746826,function,di
1104573.0,3.791842460632324,function,un
1109380.0,17.893938064575195,content,recinto
1185761.0,5.709749221801758,function,E
1194845.0,9.340365409851074,content,comincia
1225980.0,8.681516647338867,function,subito
1267743.0,0.7357898354530334,function,a
1279076.0,12.951700210571287,content,tessere
1301700.0,3.039306879043579,function,la
1307609.0,4.795447826385498,function,sua
1322030.0,6.786613464355469,content,tela
1403527.0,9.595239639282228,content,Arriva
1423989.0,2.5691158771514893,function,il
1432456.0,11.418002128601074,content,cavallo
1482598.0,2.8904597759246826,function,e
1486214.0,4.877002716064453,function,gli
1494020.0,5.951764583587647,content,dice
1523831.0,27.410858154296875,function,Hiii
1561978.0,8.553189277648926,function,Hiii
1619087.0,9.471693992614746,function,Vuoi
1627334.0,5.047991752624512,content,venire
1648370.0,3.0908124446868896,function,a
1654412.0,14.007905960083008,content,cavalcare
1686031.0,10.23202896118164,function,Il
1742082.0,1.858559012413025,content,piccolo
1762589.0,0.1067082732915878,content,ragno
1798751.0,8.18409538269043,content,tesse
1819919.0,1.6388903856277466,function,e
1828210.0,1.1797056198120115,content,tace
1912176.0,9.902894973754885,content,Arriva
1937004.0,6.879518508911133,function,la
1942473.0,9.909490585327148,content,mucca
1995790.0,1.7536802291870115,function,e
1998524.0,1.3034206628799438,function,gli
2007300.0,0.3086107969284057,content,dice
2044256.0,25.16682243347168,function,Mu
2104452.0,0.9185988903045654,function,Mu
2160944.0,11.260580062866213,function,Vuoi
2168706.0,9.784297943115234,content,mangiare
2194416.0,4.706700801849365,function,un
2203412.0,5.8039140701293945,function,po'
2209234.0,0.6117876768112183,function,di
2214482.0,14.825101852416992,content,fieno
2231857.0,4.3254714012146,function,e
2239839.0,4.26288366317749,function,di
2243367.0,19.832111358642575,content,avena
2305063.0,1.0533636808395386,function,Il
2316529.0,0.1201220452785492,content,piccolo
2333243.0,0.0082519138231873,content,ragno
2379636.0,0.5307989120483398,content,tesse
2415842.0,0.0377383008599281,function,e
2427617.0,0.0943164005875587,content,tace
2507261.0,6.933126926422119,content,Arriva
2529003.0,1.874703049659729,function,la
2530855.0,9.49955940246582,content,pecora
2578483.0,0.3679048418998718,function,e
2580600.0,0.1441142559051513,function,gli
2590831.0,0.1130872964859008,content,dice
2626596.0,18.081768035888672,function,Bee
2666066.0,12.107723236083984,content,Bee
2704256.0,12.399887084960938,content,Andiamo
2729746.0,7.985922336578369,function,insieme
2752502.0,6.239475727081299,function,per
2763218.0,26.49863052368164,content,prati
2823811.0,2.8937013149261475,function,Il
2835277.0,0.0690753683447837,content,piccolo
2861825.0,0.0069402358494699,content,ragno
2884978.0,0.2260117679834365,content,tesse
2905132.0,0.03257866948843,function,e
2913555.0,0.0595255047082901,content,tace
2995978.0,1.5636447668075562,content,Arriva
3014808.0,1.5210154056549072,function,la
3023540.0,9.01002025604248,content,capra
3069536.0,0.5259836912155151,function,e
3071168.0,0.1332024335861206,function,gli
3082237.0,0.1129983067512512,content,dice
3117341.0,12.34965705871582,function,Mee
3155002.0,14.71231174468994,function,Mee
3206246.0,12.24006175994873,content,Facciamo
3230678.0,12.790972709655762,function,chi
3237734.0,13.081036567687988,content,salta
3256124.0,9.177391052246094,function,di
3262783.0,10.813940048217772,function,più
