BEGIN;semantic_dissimilarity;word
103194;0.613563955;fata
119070;0.338286787;gattina
228438;0.471978366;era
247842;0.400099099;volta
298557;0.350978851;bambina
345303;0.397154748;chiamava
364707;0.438630193;Lorenza
432621;0.389576733;viaggiare
508914;0.304340243;aveva
526113;0.405429959;paura
574623;0.387271583;tornare
604805;0.362898231;casa
692370;0.351450861;facile
715302;0.380543679;partire
763812;0.390019059;diceva
837900;0.44263953;dimentico
869211;0.326683372;tornare
945504;0.39963457;dimentico
985635;0.418218374;casa
1063692;0.491989493;genitori
1089270;0.490950227;Lorenza
1171296;0.316825926;fare
1183203;0.373988569;viaggi
1225098;0.386188149;lunghi
1263465;0.383876681;passi
1339317;0.396851182;Lorenza
1371069;0.402677238;vedeva
1401498;0.326393813;casa
1456182;0.296694398;tornare
1548351;0.36335218;vita
1559376;0.348431706;impossibile
1661688;0.421938121;giorno
1696968;0.451074183;papà
1716813;0.402341664;mamma
1738863;0.484756798;Lorenza
1760031;0.404613346;dissero
1807218;0.432398975;Basta
1855728;0.36205855;deciso
1911735;0.373396993;andremo
1928938;0.344766378;fare
1947835;0.372935206;viaggio
2012724;0.366552919;verrai
2113051;0.367918611;resterai
2157813;0.438443899;sola
2255715;0.421720028;notte
2269386;0.488348812;Lorenza
2298051;0.410270274;dormì
2368611;0.378857493;partire
2423736;0.272087455;aveva
2437848;0.345202923;paura
2477979;0.320838183;tornare
2549597;0.343296647;rimanere
2569707;0.413829207;sola
2598813;0.347558379;piaceva
2666286;0.39883393;fare
2751032;0.386471927;Stava
2776977;0.392573148;girarsi
2808288;0.398064375;letto
2862531;0.453303367;sentì
2880171;0.457102597;grattare
2912364;0.355638087;cuscino
2967048;0.380349815;aprì
2987775;0.394872069;occhi
3023055;0.330545723;vide
3054807;0.460794061;fata
3093174;0.492024124;forma
3116106;0.372622132;gatto
3185343;0.465922654;Passavo
3222387;0.416032016;tetti
3258108;0.436028421;disse
3280599;0.374210119;fata
3336606;0.368704319;sentito
3363507;0.349120528;sospirare
3471552;0.40764761;dormi
3532851;0.417561382;Lorenza
3560634;0.456573904;bassa
3577833;0.370439559;voce
3605616;0.390942365;raccontò
3650598;0.436756074;grave
3667797;0.3448838;problema
3752028;0.437125593;fata-gattina
3785985;0.368675709;disse
3843315;0.488872826;gratti
3935484;0.447734952;aiutarti
4010895;0.485556394;Lorenza
4038678;0.466851383;grattò
4168773;0.441802025;fata-gattina
4203612;0.360920101;alzò
4303278;0.434820235;Lorenza
4325328;0.376675487;vide
4346496;0.445570946;gomitolo
4369428;0.388024777;strano
4433373;0.378156513;piccolissimo
4498641;0.314179659;fatto
4527747;0.396238923;filo
4556853;0.317501783;sottile
4617711;0.445983768;tenerlo
4655637;0.432530761;dita
4694886;0.370653152;vedeva
4847913;0.449092805;disse
4864671;0.478491873;Lorenza
4887603;0.380891919;stupita
4978890;0.449497461;filo
4998294;0.518776417;Buon
5007555;0.458924353;Ritorno
5052096;0.41382134;rispose
5088699;0.404687792;fata-gattina
5180868;0.49230957;Basta
5248782;0.388706595;partirai
5308758;0.41246295;leghi
5331690;0.465745211;capo
5356827;0.454653025;pomo
5379759;0.386987358;lettino
5442822;0.299831986;metti
5470605;0.423553318;gomitolo
5520879;0.391574383;tasca
5610843;0.382485867;andrai
5659794;0.332829595;sarà
5702571;0.333158195;filo
5735205;0.386229128;mostrarti
5772690;0.367403746;strada
5798709;0.372700244;casa
5903226;0.357213855;lasciare
5927040;0.386316717;giro
5956146;0.362036645;filo
5998041;0.461059809;disse
6014799;0.450435966;Lorenza
6078303;0.364937752;rompe
6133256;0.409746736;inciampa
6217659;0.391668707;Impossibile
6274989;0.378904581;disse
6298141;0.465925574;fata
6368040;0.44355917;filo
6399351;0.389527202;fatto
6420078;0.423007876;nostalgina
6500340;0.3254444;sostanza
6529005;0.344670236;invisibile
6567372;0.372867584;infrangibile
6696585;0.396500707;inciampare
6787431;0.349374294;spezzare
6876954;0.490920216;Lorenza
6905619;0.515003443;giorno
6949719;0.384590864;legò
6972651;0.464348137;capo
7001757;0.409904122;filo
7024248;0.472257435;pomo
7048062;0.449223042;letto
7104951;0.343202472;mise
7125678;0.387995869;gomitolo
7155225;0.384753317;tasca
7208325;0.411714733;partì
7232400;0.392459154;famiglia
7296786;0.346715569;fine
7306929;0.342410088;tornò
7379253;0.370084286;fece
7411446;0.416431308;altri
7427322;0.369586766;viaggi
7485093;0.693532348;ritrovò
7517286;0.406016111;strada
7545069;0.340900987;casa
7601574;0.294536352;aveva
7621362;0.432711124;gomitolo
7660522;0.330449581;aveva
7683984;0.331607878;filo
7701624;0.486936539;nostalgina
7785414;0.359053075;dato
7824222;0.416707605;fata-gattina
