BEGIN;surprisal;type_of_words;word
89523;0;function;La
103194;17.06561089;content;fata
119070;25.82479668;content;gattina
223587;20.65763092;function;C'
228438;3.038038731;content;era
237258;2.623589754;function;una
247842;3.558686733;content;volta
286209;3.321831465;function;una
298557;4.868520737;content;bambina
329427;2.303666115;function;che
334719;3.49051857;function;si
345303;2.729153872;content;chiamava
364707;18.02886963;content;Lorenza
407043;3.198519945;function;e
413658;9.384225845;function;voleva
432621;19.09215164;content;viaggiare
496566;14.64995575;function;però
508914;7.429931164;content;aveva
526113;4.37634325;content;paura
558306;0.995075941;function;di
565803;5.858901501;function;non
574623;5.709753513;content;tornare
597114;2.592326164;function;a
604805;2.190795898;content;casa
682227;23.56976128;function;È
692370;10.02653217;content;facile
715302;16.85307121;content;partire
763812;14.61879921;content;diceva
816291;5.512024403;function;Ma
820701;4.44075346;function;se
829962;5.941558838;function;poi
837900;19.16110992;content;dimentico
863478;3.250918627;function;di
869211;12.46498871;content;tornare
930510;8.835045815;function;O
934479;7.005199432;function;se
945504;10.84988308;content;dimentico
972846;12.60674953;function;dov'
978579;0.564379692;function;è
985635;9.265914917;content;casa
1000629;6.570241928;function;mia
1060605;7.84574461;function;I
1063692;5.500342369;content;genitori
1084419;4.646305084;function;di
1089270;0.983886719;content;Lorenza
1124109;2.800210953;function;non
1132929;7.736897469;function;potevano
1153215;5.646028519;function;mai
1171296;7.072611332;content;fare
1183203;15.69999886;content;viaggi
1218924;6.683179855;function;più
1225098;1.451692462;content;lunghi
1242738;4.306141376;function;di
1248912;9.21118927;;cento
1263465;11.97752666;content;passi
1311093;2.693981886;function;perché
1323882;11.74790192;function;appena
1339317;10.51493931;content;Lorenza
1365777;5.124159336;function;non
1371069;7.837975025;content;vedeva
1387827;4.790270805;function;più
1394883;2.835681677;function;la
1401498;5.249237537;content;casa
1437219;8.610807419;function;voleva
1456182;3.014226675;content;tornare
1477927;6.917479515;function;indietro
1528506;6.530392647;function;Era
1539972;3.814515591;function;una
1548351;6.85882616;content;vita
1559376;8.318264961;content;impossibile
1651986;7.013549328;function;Un
1661688;1.89183414;content;giorno
1688148;4.108503342;function;il
1696968;4.014115334;content;papà
1708434;5.840363026;function;e
1710639;2.285669088;function;la
1716813;0.737704098;content;mamma
1730043;3.933499813;function;di
1738863;0.207628712;content;Lorenza
1760031;14.56107426;content;dissero
1807218;13.38215542;content;Basta
1839411;10.70785332;function;abbiamo
1855728;10.67756271;content;deciso
1901592;7.043679714;function;Noi
1911735;8.822710037;content;andremo
1927178;1.467021465;function;a
1928938;4.242072582;content;fare
1942164;2.595159054;function;un
1947835;10.15470791;content;viaggio
1993761;5.683258057;function;se
2004345;7.845985413;function;tu
2012724;22.11828423;content;verrai
2045799;17.7631073;function;bene
2085048;4.57784462;function;se
2095191;5.626344204;function;no
2113051;26.5965271;content;resterai
2141496;7.018847466;function;qui
2152080;7.461594105;function;da
2157813;8.849796295;content;sola
2244690;11.88602543;function;Quella
2255715;5.946120262;content;notte
2269386;4.84492445;content;Lorenza
2288790;4.163686752;function;non
2298051;26.21411133;content;dormì
2350971;7.906732559;function;Voleva
2368611;9.76700592;content;partire
2414034;1.465383887;function;ma
2423736;6.12228775;content;aveva
2437848;0.686687946;content;paura
2462544;0.88655448;function;di
2469714;1.881545544;function;non
2477979;3.798489094;content;tornare
2529135;9.402979851;function;Ma
2539308;7.475318909;function;anche
2549597;17.92754364;content;rimanere
