token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;apocalisse;Apocalisse;NOUN;root;ROOT;(ROOT (f3 (sn (NOUN Apocalisse) (PUNCT .))));;3,601700463;content
2;1;cara;Cara;ADJ;amod;Franci;(ROOT (cp (sn (sa (ADJ Cara)) (PROPN Franci)) (PUNCT ,) (f (ibar (PRON ti) (VERB scrivo)) (compt (sp (ADP per) (sv2 (VERB sapere) (compt (compt (fint (SCONJ come) (f (ibar (VERB stai)) (compc (sn (PRON tu))))) (CCONJ e) (fint (SCONJ come) (f (ibar (VERB stanno)) (compin (coord (sn (PROPN Eris)) (CCONJ e) (sn (DET i) (sa (DET vostri)) (NOUN figli) (sa (ADJ meravigliosi) (PUNCT .)))))))))))))));;4,975647479;content
3;1;franci;Franci;PROPN;vocative;scrivo;(ROOT (cp (sn (sa (ADJ Cara)) (PROPN Franci)) (PUNCT ,) (f (ibar (PRON ti) (VERB scrivo)) (compt (sp (ADP per) (sv2 (VERB sapere) (compt (compt (fint (SCONJ come) (f (ibar (VERB stai)) (compc (sn (PRON tu))))) (CCONJ e) (fint (SCONJ come) (f (ibar (VERB stanno)) (compin (coord (sn (PROPN Eris)) (CCONJ e) (sn (DET i) (sa (DET vostri)) (NOUN figli) (sa (ADJ meravigliosi) (PUNCT .)))))))))))))));;;content
4;1;ti;ti;PRON;iobj;scrivo;(ROOT (cp (sn (sa (ADJ Cara)) (PROPN Franci)) (PUNCT ,) (f (ibar (PRON ti) (VERB scrivo)) (compt (sp (ADP per) (sv2 (VERB sapere) (compt (compt (fint (SCONJ come) (f (ibar (VERB stai)) (compc (sn (PRON tu))))) (CCONJ e) (fint (SCONJ come) (f (ibar (VERB stanno)) (compin (coord (sn (PROPN Eris)) (CCONJ e) (sn (DET i) (sa (DET vostri)) (NOUN figli) (sa (ADJ meravigliosi) (PUNCT .)))))))))))))));;6,615643201;function
5;1;scrivo;scrivere;VERB;root;ROOT;(ROOT (cp (sn (sa (ADJ Cara)) (PROPN Franci)) (PUNCT ,) (f (ibar (PRON ti) (VERB scrivo)) (compt (sp (ADP per) (sv2 (VERB sapere) (compt (compt (fint (SCONJ come) (f (ibar (VERB stai)) (compc (sn (PRON tu))))) (CCONJ e) (fint (SCONJ come) (f (ibar (VERB stanno)) (compin (coord (sn (PROPN Eris)) (CCONJ e) (sn (DET i) (sa (DET vostri)) (NOUN figli) (sa (ADJ meravigliosi) (PUNCT .)))))))))))))));4.76 ± 1.54;4,016998033;content
6;1;per;per;ADP;mark;sapere;(ROOT (cp (sn (sa (ADJ Cara)) (PROPN Franci)) (PUNCT ,) (f (ibar (PRON ti) (VERB scrivo)) (compt (sp (ADP per) (sv2 (VERB sapere) (compt (compt (fint (SCONJ come) (f (ibar (VERB stai)) (compc (sn (PRON tu))))) (CCONJ e) (fint (SCONJ come) (f (ibar (VERB stanno)) (compin (coord (sn (PROPN Eris)) (CCONJ e) (sn (DET i) (sa (DET vostri)) (NOUN figli) (sa (ADJ meravigliosi) (PUNCT .)))))))))))))));;6,912435835;function
7;1;sapere;sapere;VERB;advcl;scrivo;(ROOT (cp (sn (sa (ADJ Cara)) (PROPN Franci)) (PUNCT ,) (f (ibar (PRON ti) (VERB scrivo)) (compt (sp (ADP per) (sv2 (VERB sapere) (compt (compt (fint (SCONJ come) (f (ibar (VERB stai)) (compc (sn (PRON tu))))) (CCONJ e) (fint (SCONJ come) (f (ibar (VERB stanno)) (compin (coord (sn (PROPN Eris)) (CCONJ e) (sn (DET i) (sa (DET vostri)) (NOUN figli) (sa (ADJ meravigliosi) (PUNCT .)))))))))))))));;5,591789191;content
8;1;come;come;SCONJ;mark;stai;(ROOT (cp (sn (sa (ADJ Cara)) (PROPN Franci)) (PUNCT ,) (f (ibar (PRON ti) (VERB scrivo)) (compt (sp (ADP per) (sv2 (VERB sapere) (compt (compt (fint (SCONJ come) (f (ibar (VERB stai)) (compc (sn (PRON tu))))) (CCONJ e) (fint (SCONJ come) (f (ibar (VERB stanno)) (compin (coord (sn (PROPN Eris)) (CCONJ e) (sn (DET i) (sa (DET vostri)) (NOUN figli) (sa (ADJ meravigliosi) (PUNCT .)))))))))))))));;6,562704781;function
9;1;stai;stare;VERB;ccomp;sapere;(ROOT (cp (sn (sa (ADJ Cara)) (PROPN Franci)) (PUNCT ,) (f (ibar (PRON ti) (VERB scrivo)) (compt (sp (ADP per) (sv2 (VERB sapere) (compt (compt (fint (SCONJ come) (f (ibar (VERB stai)) (compc (sn (PRON tu))))) (CCONJ e) (fint (SCONJ come) (f (ibar (VERB stanno)) (compin (coord (sn (PROPN Eris)) (CCONJ e) (sn (DET i) (sa (DET vostri)) (NOUN figli) (sa (ADJ meravigliosi) (PUNCT .)))))))))))))));4.60 ± 2.35;6,028325412;content
10;1;tu;tu;PRON;nsubj;stai;(ROOT (cp (sn (sa (ADJ Cara)) (PROPN Franci)) (PUNCT ,) (f (ibar (PRON ti) (VERB scrivo)) (compt (sp (ADP per) (sv2 (VERB sapere) (compt (compt (fint (SCONJ come) (f (ibar (VERB stai)) (compc (sn (PRON tu))))) (CCONJ e) (fint (SCONJ come) (f (ibar (VERB stanno)) (compin (coord (sn (PROPN Eris)) (CCONJ e) (sn (DET i) (sa (DET vostri)) (NOUN figli) (sa (ADJ meravigliosi) (PUNCT .)))))))))))))));;6,414765586;function
